id_rete,input_json,file,titolo_rete,regione,provincia,nome_soggetto,tipo_dettaglio,macro_tipologia,ruolo_proponente,ruolo_attore,ruolo_firmatario,ruolo_testo,comune_soggetto,stato_osservazione,fonte_territorializzazione
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO,Emilia-Romagna,Bologna,Comune di San Pietro in Casale,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,San Pietro in Casale,valido_localizzato,json
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO,Emilia-Romagna,Bologna,Comune di Sant'Agata Bolognese,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Sant'Agata Bolognese,valido_localizzato,json
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO,Emilia-Romagna,Bologna,Comune di Sasso Marconi,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Sasso Marconi,valido_localizzato,json
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO,Emilia-Romagna,Bologna,Comune di Valsamoggia,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Valsamoggia,valido_localizzato,json
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO,Emilia-Romagna,Bologna,Comune di Vergato,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Vergato,valido_localizzato,json
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO,Emilia-Romagna,Bologna,Comune di Zola Predosa,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Zola Predosa,valido_localizzato,json
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO,Emilia-Romagna,Bologna,"Arma dei Carabinieri, Comando Provinciale di Bologna",Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Bologna,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Ordine dei Giornalisti di Ferrara,Altri ordini professionali,Altri attori istituzionali / professionali,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Ordine dei Farmacisti di Ferrara,Ordine medici e odontoiatri e Ordine farmacisti,Altri attori istituzionali / professionali,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Ordine dei Medici Chirurghi e degli Odontoiatri di Ferrara,Ordine medici e odontoiatri e Ordine farmacisti,Altri attori istituzionali / professionali,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Istituzioni scolastiche autonome della provincia di Ferrara,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Ufficio Scolastico Regionale VI Ambito Territoriale di Ferrara,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Università degli Studi di Ferrara,Università,Altri attori istituzionali / professionali,1,1,1,attore|firmatario|soggetto_proponente,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,AFM - Farmacie Comunali Ferrara,Altro,Altro,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Rotary Club Ferrara,Altro,Altro,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Centro di Ascolto per Uomini Maltrattanti di Ferrara,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",Associazionismo,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Unione Donne in Italia — APS Ferrara,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Ascom Confcommercio Ferrara,Sindacati/Associazioni di categoria,Associazionismo,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Federfarma Ferrara,Sindacati/Associazioni di categoria,Associazionismo,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,"Associazione ""Centro Donna Giustizia"" di Ferrara",CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,nan,nan,Case rifugio,Case Rifugio,CAV e Case Rifugio,0,1,0,attore,nan,valido_non_localizzato,none
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Comune di Cento,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Cento,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Comune di Codigoro,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Codigoro,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Comune di Copparo,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Copparo,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Comune di Ferrara,Comuni,Enti territoriali / servizi comunali,1,1,1,attore|firmatario|soggetto_proponente,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Comando Provinciale dei Carabinieri di Ferrara,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,1,1,1,attore|firmatario|soggetto_proponente,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Comando Provinciale della Guardia di Finanza di Ferrara,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Ordine degli Avvocati di Ferrara,Ordine avvocati,Giustizia e forze dell'ordine,1,1,1,attore|firmatario|soggetto_proponente,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Prefettura di Ferrara,Prefettura,Giustizia e forze dell'ordine,1,1,1,attore|firmatario|soggetto_proponente,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Bologna,Procura della Repubblica presso il Tribunale per i Minorenni dell'Emilia Romagna di Bologna,Procura Minorile/Tribunale minorile,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Bologna,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Bologna,Tribunale per i Minorenni dell'Emilia Romagna di Bologna,Procura Minorile/Tribunale minorile,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Bologna,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Procura della Repubblica presso il Tribunale di Ferrara,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Tribunale di Ferrara,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Questura di Ferrara,Questura,Giustizia e forze dell'ordine,1,1,1,attore|firmatario|soggetto_proponente,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Azienda Unità Sanitaria Locale di Ferrara,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Consultori familiari Ferrara,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Azienda Ospedaliero Universitaria di Ferrara,"Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,Emilia-Romagna,Ferrara,Pronto Soccorso Generale e Ostetrico-Ginecologico Ferrara,"Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali,0,1,1,attore|firmatario,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped,Emilia-Romagna,Ferrara,Comitato Pari Opportunita presso l'Ordine degli Avvocati di Ferrara,Organismi di parità,Altri attori istituzionali / professionali,1,1,1,attore|firmatario|soggetto_proponente,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped,Emilia-Romagna,Ferrara,"Ufficio Scolastico Regionale per l'Emilia Romagna Ufficio VI, Ambito Territoriale di Ferrara Provinciale",Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali,1,1,1,attore|firmatario|soggetto_proponente,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped,Emilia-Romagna,Bologna,Coordinamento dei Centri Antiviolenza dell'Emilia Romagna,ALTRI ENTI DEL TERZO SETTORE,Altro,0,0,0,nan,Bologna,valido_localizzato,json
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped,Emilia-Romagna,Ferrara,CAM Centro di Ascolto per Uomini Maltrattanti APS di Ferrara,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",Associazionismo,1,1,1,attore|firmatario|soggetto_proponente,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped,nan,nan,Cooperativa Girogirotondo,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,0,attore,nan,valido_non_localizzato,none
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped,Emilia-Romagna,Ferrara,UDI Unione Donne in Italia - Sede di Ferrara,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,1,1,1,attore|firmatario|soggetto_proponente,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped,Emilia-Romagna,Ferrara,Sindacato Confederale CGIL Ferrara,Sindacati/Associazioni di categoria,Associazionismo,1,1,1,attore|firmatario|soggetto_proponente,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped,Emilia-Romagna,Ferrara,Sindacato Confederale CISL Ferrara,Sindacati/Associazioni di categoria,Associazionismo,1,1,1,attore|firmatario|soggetto_proponente,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped,Emilia-Romagna,Ferrara,Sindacato Confederale UIL Ferrara,Sindacati/Associazioni di categoria,Associazionismo,1,1,1,attore|firmatario|soggetto_proponente,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped,Emilia-Romagna,Ferrara,Centro Donna Giustizia APS di Ferrara,CAV/Centri Antiviolenza,CAV e Case Rifugio,1,1,1,attore|firmatario|soggetto_proponente,Ferrara,valido_localizzato,json
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped,Emilia-Romagna,Ferrara,Punto Antiviolenza Decentrato,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,Cento,valido_localizzato,json
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped,Emilia-Romagna,Ferrara,Sportello Antiviolenza Girasole,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,Bondeno,valido_localizzato,json
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped,Emilia-Romagna,Ferrara,Sportello Antiviolenza Iris - Codigoro,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,Codigoro,valido_localizzato,json
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,all_risultati_enriched_2.4.json,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped,Emilia-Romagna,Ferrara,Sportello Antiviolenza Iris - Comacchio,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,Comacchio,valido_localizzato,json
