id_rete,input_json,file,titolo_rete,regione,provincia,nome_soggetto,tipo_dettaglio,macro_tipologia,ruolo_proponente,ruolo_attore,ruolo_firmatario,ruolo_testo,comune_soggetto,stato_osservazione,fonte_territorializzazione
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002),Liguria,Genova,Segreteria Tecnica del DSS 15 (Comune di Chiavari,Altro,Altro,0,1,1,attore|firmatario,Chiavari,valido_localizzato,json
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002),nan,nan,operatori del III settore,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002),Liguria,Genova,Telefono Donna Centro AntiViolenza CIF APS,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,1,attore|firmatario,Chiavari,valido_localizzato,json
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002),Liguria,Genova,Opera Diocesana Madonna dei Bambini Villaggio del Ragazzo,Case Rifugio,CAV e Case Rifugio,0,1,1,attore|firmatario,Chiavari,valido_localizzato,json
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002),Liguria,Genova,Comune di Chiavari,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Chiavari,valido_localizzato,json
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002),nan,nan,"Azienda Sanitaria Locale n. 4 ""Sistema Sanitario Regione Liguria",ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,1,attore|firmatario,nan,valido_non_localizzato,none
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002),nan,nan,"Dipartimento di Salute Mentale e delle Dipendenze dell'ASL n. 4 ""Sistema Sanitario Regione Liguria",ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002),nan,nan,"Struttura Semplice Dipartimentale Consultorio Familiare dell'ASL n. 4 ""Sistema Sanitario Regione Liguria",ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002),nan,nan,DMPO Direzione Medica del Presidio Ospedaliero,"Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002),Liguria,Genova,Pronto Soccorso del presidio ospedaliero di Lavagna,"Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali,0,1,0,attore,Lavagna,valido_localizzato,json
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002),nan,nan,U.O. di Ostetricia e Ginecologia,"Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed,Liguria,Genova,centri di accoglienza del sistema SAI del Comune di Genova,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,0,0,0,nan,Genova,valido_localizzato,json
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed,Liguria,Genova,Agora soc. coop. soc,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed,Liguria,Genova,Arci Solidarieta Genova ODV,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed,Liguria,Genova,Dono Società cooperativa sociale,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,0,0,nan,Genova,valido_localizzato,json
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed,Liguria,Genova,Fondazione Auxilium,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed,Liguria,Genova,Il Biscione Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed,Liguria,Genova,Il Cesto Onlus Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed,Liguria,Genova,Lanza del Vasto Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed,Piemonte,Torino,Liberitutti Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,1,attore|firmatario,Torino,valido_localizzato,json
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed,Liguria,Genova,Tl Melograno Cooperativa Sociale Onlus,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,0,attore,Genova,valido_localizzato,json
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed,Liguria,Genova,Centro per non subire violenza (da U.D.1,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed,Liguria,Genova,Il Cerchio delle Relazioni Società Cooperativa Sociale - Centro Antiviolenza Mascherona,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed,Liguria,Genova,Comune di Genova,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed,nan,nan,Servizi Sanitari,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,0,0,nan,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Genova,Università degli Studi di Genova,Università,Altri attori istituzionali / professionali,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Savona,Centro Antiviolenza Artemisia Gentileschi,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,Albenga,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,Centro Antiviolenza Casa Pandora Margherita Ferro,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,Centro Antiviolenza ISV,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,Centro Antiviolenza Irene,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,Centro Antiviolenza Mai piu sola e Casa Rifugio Franca Viola,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,Centro Antiviolenza Mascherona e Casa Rifugio Elisa,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,Centro Antiviolenza Pandora,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,Centro Antiviolenza Telefono Donna,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,Centro Antiviolenza e Casa Rifugio Per non subire violenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Genova,Telefono Donna Centro AntiViolenza CIF,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,Chiavari,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,Casa Rifugio L'isola che c'e,Case Rifugio,CAV e Case Rifugio,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,Casa Rifugio Marina,Case Rifugio,CAV e Case Rifugio,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,La Spezia,Comune di La Spezia,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,La Spezia,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Imperia,Comune di Sanremo,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Sanremo,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Savona,Comune di Savona,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Savona,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Genova,Prefettura — U.T.G. di Genova,Prefettura,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Imperia,Prefettura — U.T.G. di Imperia,Prefettura,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Imperia,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,La Spezia,Prefettura — U.T.G. di La Spezia,Prefettura,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,La Spezia,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Savona,Prefettura — U.T.G. di Savona,Prefettura,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Savona,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Genova,Procura della Repubblica presso il Tribunale per i Minorenni di Genova,Procura Minorile/Tribunale minorile,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Genova,Procura Generale presso la Corte d'Appello di Genova,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Genova,Procura della Repubblica presso il Tribunale di Genova,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Imperia,Procura della Repubblica presso il Tribunale di Imperia,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Imperia,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,La Spezia,Procura della Repubblica presso il Tribunale di La Spezia,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,La Spezia,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Savona,Procura della Repubblica presso il Tribunale di Savona,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Savona,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Genova,Questura di Genova,Questura,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Imperia,Questura di Imperia,Questura,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Imperia,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,La Spezia,Questura di La Spezia,Questura,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,La Spezia,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Savona,Questura di Savona,Questura,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Savona,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,Liguria,Genova,Città Metropolitana di Genova,Province/Città metropolitane,Province/Città metropolitane,0,1,1,attore|firmatario,Genova,valido_localizzato,json
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,A.S.L. 5,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,AS.L. 1,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,AS.L. 2,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,AS.L. 3,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,AS.L. 4,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,Azienda Ligure Sanitaria (A.Li.Sa,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,1,attore|firmatario,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,Ente Ospedaliero Ospedali Galliera,"Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,IRCCS Istituto Giannina Gaslini,"Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,IRCCS Ospedale Policlinico San Martino,"Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali,0,1,0,attore,nan,valido_non_localizzato,none
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,nan,nan,Ospedale Evangelico Internazionale,"Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali,0,1,0,attore,nan,valido_non_localizzato,none
