TIPO_ENTE,COD,DENOMINAZIONE,COMUNE,PROVINCIA,REGIONE
Unione di comuni,36,Unione dei Comuni Valli del Reno Lavino e Samoggia,Sasso Marconi,Bologna,Emilia-Romagna
Unione di comuni,36,Unione dei Comuni Valli del Reno Lavino e Samoggia,Valsamoggia,Bologna,Emilia-Romagna
Unione di comuni,36,Unione dei Comuni Valli del Reno Lavino e Samoggia,Zola Predosa,Bologna,Emilia-Romagna
Unione di comuni,37,Unione Reno Galliera,Argelato,Bologna,Emilia-Romagna
Unione di comuni,37,Unione Reno Galliera,Bentivoglio,Bologna,Emilia-Romagna
Unione di comuni,37,Unione Reno Galliera,Castel Maggiore,Bologna,Emilia-Romagna
Unione di comuni,37,Unione Reno Galliera,Castello d'Argile,Bologna,Emilia-Romagna
Unione di comuni,37,Unione Reno Galliera,Galliera,Bologna,Emilia-Romagna
Unione di comuni,37,Unione Reno Galliera,Pieve di Cento,Bologna,Emilia-Romagna
Unione di comuni,37,Unione Reno Galliera,San Giorgio di Piano,Bologna,Emilia-Romagna
Unione di comuni,37,Unione Reno Galliera,San Pietro in Casale,Bologna,Emilia-Romagna
Unione di comuni,38,Unione dei Comuni Terre del Delta,Codigoro,Ferrara,Emilia-Romagna
Unione di comuni,38,Unione dei Comuni Terre del Delta,Goro,Ferrara,Emilia-Romagna
Unione di comuni,38,Unione dei Comuni Terre del Delta,Mesola,Ferrara,Emilia-Romagna
Unione di comuni,39,Unione dei Comuni Terre e Fiumi,Copparo,Ferrara,Emilia-Romagna
Unione di comuni,39,Unione dei Comuni Terre e Fiumi,Riva del Po,Ferrara,Emilia-Romagna
Unione di comuni,39,Unione dei Comuni Terre e Fiumi,Tresignana,Ferrara,Emilia-Romagna
Unione di comuni,40,Unione dei Comuni Valli e Delizie,Argenta,Ferrara,Emilia-Romagna
Unione di comuni,40,Unione dei Comuni Valli e Delizie,Ostellato,Ferrara,Emilia-Romagna
Unione di comuni,40,Unione dei Comuni Valli e Delizie,Portomaggiore,Ferrara,Emilia-Romagna
Unione di comuni,41,Unione dei Comuni Rubicone e Mare,Borghi,Forlì-Cesena,Emilia-Romagna
Unione di comuni,41,Unione dei Comuni Rubicone e Mare,Cesenatico,Forlì-Cesena,Emilia-Romagna
Unione di comuni,41,Unione dei Comuni Rubicone e Mare,Gambettola,Forlì-Cesena,Emilia-Romagna
Unione di comuni,41,Unione dei Comuni Rubicone e Mare,Gatteo,Forlì-Cesena,Emilia-Romagna
Unione di comuni,41,Unione dei Comuni Rubicone e Mare,Longiano,Forlì-Cesena,Emilia-Romagna
Unione di comuni,41,Unione dei Comuni Rubicone e Mare,Roncofreddo,Forlì-Cesena,Emilia-Romagna
Unione di comuni,41,Unione dei Comuni Rubicone e Mare,San Mauro Pascoli,Forlì-Cesena,Emilia-Romagna
Unione di comuni,41,Unione dei Comuni Rubicone e Mare,Savignano sul Rubicone,Forlì-Cesena,Emilia-Romagna
Unione di comuni,41,Unione dei Comuni Rubicone e Mare,Sogliano al Rubicone,Forlì-Cesena,Emilia-Romagna
Unione di comuni,42,Unione dei Comuni Valle del Savio,Bagno di Romagna,Forlì-Cesena,Emilia-Romagna
Unione di comuni,42,Unione dei Comuni Valle del Savio,Cesena,Forlì-Cesena,Emilia-Romagna
Unione di comuni,42,Unione dei Comuni Valle del Savio,Mercato Saraceno,Forlì-Cesena,Emilia-Romagna
Unione di comuni,42,Unione dei Comuni Valle del Savio,Montiano,Forlì-Cesena,Emilia-Romagna
Unione di comuni,42,Unione dei Comuni Valle del Savio,Sarsina,Forlì-Cesena,Emilia-Romagna
Unione di comuni,42,Unione dei Comuni Valle del Savio,Verghereto,Forlì-Cesena,Emilia-Romagna
Unione di comuni,43,Unione Montana della Romagna Forlivese,Bertinoro,Forlì-Cesena,Emilia-Romagna
Unione di comuni,43,Unione Montana della Romagna Forlivese,Castrocaro Terme e Terra del Sole,Forlì-Cesena,Emilia-Romagna
Unione di comuni,43,Unione Montana della Romagna Forlivese,Civitella di Romagna,Forlì-Cesena,Emilia-Romagna
Unione di comuni,43,Unione Montana della Romagna Forlivese,Dovadola,Forlì-Cesena,Emilia-Romagna
Unione di comuni,43,Unione Montana della Romagna Forlivese,Forlimpopoli,Forlì-Cesena,Emilia-Romagna
Unione di comuni,43,Unione Montana della Romagna Forlivese,Galeata,Forlì-Cesena,Emilia-Romagna
Unione di comuni,43,Unione Montana della Romagna Forlivese,Meldola,Forlì-Cesena,Emilia-Romagna
Unione di comuni,43,Unione Montana della Romagna Forlivese,Modigliana,Forlì-Cesena,Emilia-Romagna
Unione di comuni,43,Unione Montana della Romagna Forlivese,Portico e San Benedetto,Forlì-Cesena,Emilia-Romagna
Unione di comuni,43,Unione Montana della Romagna Forlivese,Predappio,Forlì-Cesena,Emilia-Romagna
Unione di comuni,43,Unione Montana della Romagna Forlivese,Premilcuore,Forlì-Cesena,Emilia-Romagna
Unione di comuni,43,Unione Montana della Romagna Forlivese,Rocca San Casciano,Forlì-Cesena,Emilia-Romagna
Unione di comuni,43,Unione Montana della Romagna Forlivese,Santa Sofia,Forlì-Cesena,Emilia-Romagna
Unione di comuni,43,Unione Montana della Romagna Forlivese,Tredozio,Forlì-Cesena,Emilia-Romagna
Unione di comuni,44,Unione dei Comuni del Distretto Ceramico,Fiorano Modenese,Modena,Emilia-Romagna
Unione di comuni,44,Unione dei Comuni del Distretto Ceramico,Formigine,Modena,Emilia-Romagna
Unione di comuni,44,Unione dei Comuni del Distretto Ceramico,Frassinoro,Modena,Emilia-Romagna
Unione di comuni,44,Unione dei Comuni del Distretto Ceramico,Maranello,Modena,Emilia-Romagna
Unione di comuni,44,Unione dei Comuni del Distretto Ceramico,Montefiorino,Modena,Emilia-Romagna
Unione di comuni,44,Unione dei Comuni del Distretto Ceramico,Palagano,Modena,Emilia-Romagna
Unione di comuni,44,Unione dei Comuni del Distretto Ceramico,Prignano sulla Secchia,Modena,Emilia-Romagna
Unione di comuni,44,Unione dei Comuni del Distretto Ceramico,Sassuolo,Modena,Emilia-Romagna
Unione di comuni,45,Unione dei Comuni del Frignano,Fanano,Modena,Emilia-Romagna
Unione di comuni,45,Unione dei Comuni del Frignano,Fiumalbo,Modena,Emilia-Romagna
Unione di comuni,45,Unione dei Comuni del Frignano,Lama Mocogno,Modena,Emilia-Romagna
Unione di comuni,45,Unione dei Comuni del Frignano,Montecreto,Modena,Emilia-Romagna
Unione di comuni,45,Unione dei Comuni del Frignano,Pavullo nel Frignano,Modena,Emilia-Romagna
Unione di comuni,45,Unione dei Comuni del Frignano,Pievepelago,Modena,Emilia-Romagna
Unione di comuni,45,Unione dei Comuni del Frignano,Polinago,Modena,Emilia-Romagna
Unione di comuni,45,Unione dei Comuni del Frignano,Riolunato,Modena,Emilia-Romagna
Unione di comuni,45,Unione dei Comuni del Frignano,Serramazzoni,Modena,Emilia-Romagna
Unione di comuni,45,Unione dei Comuni del Frignano,Sestola,Modena,Emilia-Romagna
Unione di comuni,46,Unione dei Comuni del Sorbara,Bastiglia,Modena,Emilia-Romagna
Unione di comuni,46,Unione dei Comuni del Sorbara,Bomporto,Modena,Emilia-Romagna
Unione di comuni,46,Unione dei Comuni del Sorbara,Castelfranco Emilia,Modena,Emilia-Romagna
Unione di comuni,46,Unione dei Comuni del Sorbara,Nonantola,Modena,Emilia-Romagna
Unione di comuni,46,Unione dei Comuni del Sorbara,Ravarino,Modena,Emilia-Romagna
Unione di comuni,46,Unione dei Comuni del Sorbara,San Cesario sul Panaro,Modena,Emilia-Romagna
Unione di comuni,47,Unione dei Comuni delle Terre d’Argine,Campogalliano,Modena,Emilia-Romagna
Unione di comuni,47,Unione dei Comuni delle Terre d’Argine,Carpi,Modena,Emilia-Romagna
Unione di comuni,47,Unione dei Comuni delle Terre d’Argine,Novi di Modena,Modena,Emilia-Romagna
Unione di comuni,47,Unione dei Comuni delle Terre d’Argine,Soliera,Modena,Emilia-Romagna
Unione di comuni,48,Unione dei Comuni delle Terre di Castelli,Castelnuovo Rangone,Modena,Emilia-Romagna
Unione di comuni,48,Unione dei Comuni delle Terre di Castelli,Castelvetro di Modena,Modena,Emilia-Romagna
Unione di comuni,48,Unione dei Comuni delle Terre di Castelli,Guiglia,Modena,Emilia-Romagna
Unione di comuni,48,Unione dei Comuni delle Terre di Castelli,Marano sul Panaro,Modena,Emilia-Romagna
Unione di comuni,48,Unione dei Comuni delle Terre di Castelli,Savignano sul Panaro,Modena,Emilia-Romagna
Unione di comuni,48,Unione dei Comuni delle Terre di Castelli,Spilamberto,Modena,Emilia-Romagna
Unione di comuni,48,Unione dei Comuni delle Terre di Castelli,Vignola,Modena,Emilia-Romagna
Unione di comuni,48,Unione dei Comuni delle Terre di Castelli,Zocca,Modena,Emilia-Romagna
Unione di comuni,49,Unione dei Comuni Modenesi Area Nord,Camposanto,Modena,Emilia-Romagna
Unione di comuni,49,Unione dei Comuni Modenesi Area Nord,Cavezzo,Modena,Emilia-Romagna
Unione di comuni,49,Unione dei Comuni Modenesi Area Nord,Concordia sulla Secchia,Modena,Emilia-Romagna
Unione di comuni,49,Unione dei Comuni Modenesi Area Nord,Finale Emilia,Modena,Emilia-Romagna
Unione di comuni,49,Unione dei Comuni Modenesi Area Nord,Medolla,Modena,Emilia-Romagna
Unione di comuni,49,Unione dei Comuni Modenesi Area Nord,San Felice sul Panaro,Modena,Emilia-Romagna
Unione di comuni,49,Unione dei Comuni Modenesi Area Nord,San Possidonio,Modena,Emilia-Romagna
Unione di comuni,49,Unione dei Comuni Modenesi Area Nord,San Prospero,Modena,Emilia-Romagna
Unione di comuni,50,Unione dei Comuni Bassa Ovest Parmense,Polesine Zibello,Parma,Emilia-Romagna
Unione di comuni,50,Unione dei Comuni Bassa Ovest Parmense,Roccabianca,Parma,Emilia-Romagna
Unione di comuni,50,Unione dei Comuni Bassa Ovest Parmense,San Secondo Parmense,Parma,Emilia-Romagna
Unione di comuni,51,Unione dei Comuni della Bassa Est Parmense,Colorno,Parma,Emilia-Romagna
Unione di comuni,51,Unione dei Comuni della Bassa Est Parmense,Sorbolo Mezzani,Parma,Emilia-Romagna
Unione di comuni,51,Unione dei Comuni della Bassa Est Parmense,Torrile,Parma,Emilia-Romagna
Unione di comuni,52,Unione dei Comuni Valli Taro e Ceno,Bedonia,Parma,Emilia-Romagna
Unione di comuni,52,Unione dei Comuni Valli Taro e Ceno,Bore,Parma,Emilia-Romagna
Unione di comuni,52,Unione dei Comuni Valli Taro e Ceno,Borgo Val di Taro,Parma,Emilia-Romagna
Unione di comuni,52,Unione dei Comuni Valli Taro e Ceno,Compiano,Parma,Emilia-Romagna
Unione di comuni,52,Unione dei Comuni Valli Taro e Ceno,Pellegrino Parmense,Parma,Emilia-Romagna
Unione di comuni,52,Unione dei Comuni Valli Taro e Ceno,Tornolo,Parma,Emilia-Romagna
Unione di comuni,52,Unione dei Comuni Valli Taro e Ceno,Varsi,Parma,Emilia-Romagna
Unione di comuni,53,Unione Montana Appennino Parma Est,Corniglio,Parma,Emilia-Romagna
Unione di comuni,53,Unione Montana Appennino Parma Est,Langhirano,Parma,Emilia-Romagna
Unione di comuni,53,Unione Montana Appennino Parma Est,Lesignano de' Bagni,Parma,Emilia-Romagna
Unione di comuni,53,Unione Montana Appennino Parma Est,Monchio delle Corti,Parma,Emilia-Romagna
Unione di comuni,53,Unione Montana Appennino Parma Est,Neviano degli Arduini,Parma,Emilia-Romagna
Unione di comuni,53,Unione Montana Appennino Parma Est,Palanzano,Parma,Emilia-Romagna
Unione di comuni,53,Unione Montana Appennino Parma Est,Tizzano Val Parma,Parma,Emilia-Romagna
Unione di comuni,54,Unione Pedemontana Parmense,Collecchio,Parma,Emilia-Romagna
Unione di comuni,54,Unione Pedemontana Parmense,Felino,Parma,Emilia-Romagna
Unione di comuni,54,Unione Pedemontana Parmense,Montechiarugolo,Parma,Emilia-Romagna
Unione di comuni,54,Unione Pedemontana Parmense,Sala Baganza,Parma,Emilia-Romagna
Unione di comuni,54,Unione Pedemontana Parmense,Traversetolo,Parma,Emilia-Romagna
Unione di comuni,55,Unione Bassa Val Trebbia e Val Luretta,Calendasco,Piacenza,Emilia-Romagna
Unione di comuni,55,Unione Bassa Val Trebbia e Val Luretta,Gossolengo,Piacenza,Emilia-Romagna
Unione di comuni,55,Unione Bassa Val Trebbia e Val Luretta,Gragnano Trebbiense,Piacenza,Emilia-Romagna
Unione di comuni,55,Unione Bassa Val Trebbia e Val Luretta,Rivergaro,Piacenza,Emilia-Romagna
Unione di comuni,55,Unione Bassa Val Trebbia e Val Luretta,Rottofreno,Piacenza,Emilia-Romagna
Unione di comuni,56,Unione dei Comuni Alta Val d’Arda,Castell'Arquato,Piacenza,Emilia-Romagna
Unione di comuni,56,Unione dei Comuni Alta Val d’Arda,Lugagnano Val d'Arda,Piacenza,Emilia-Romagna
Unione di comuni,56,Unione dei Comuni Alta Val d’Arda,Morfasso,Piacenza,Emilia-Romagna
Unione di comuni,56,Unione dei Comuni Alta Val d’Arda,Vernasca,Piacenza,Emilia-Romagna
Unione di comuni,57,Unione dei Comuni Valnure e Valchero,Carpaneto Piacentino,Piacenza,Emilia-Romagna
Unione di comuni,57,Unione dei Comuni Valnure e Valchero,Gropparello,Piacenza,Emilia-Romagna
Unione di comuni,57,Unione dei Comuni Valnure e Valchero,Podenzano,Piacenza,Emilia-Romagna
Unione di comuni,57,Unione dei Comuni Valnure e Valchero,San Giorgio Piacentino,Piacenza,Emilia-Romagna
Unione di comuni,57,Unione dei Comuni Valnure e Valchero,Vigolzone,Piacenza,Emilia-Romagna
Unione di comuni,58,Unione Montana Alta Val Nure,Bettola,Piacenza,Emilia-Romagna
Unione di comuni,58,Unione Montana Alta Val Nure,Farini,Piacenza,Emilia-Romagna
Unione di comuni,58,Unione Montana Alta Val Nure,Ferriere,Piacenza,Emilia-Romagna
Unione di comuni,58,Unione Montana Alta Val Nure,Ponte dell'Olio,Piacenza,Emilia-Romagna
Unione di comuni,59,Unione Montana Valli Trebbia e Luretta,Bobbio,Piacenza,Emilia-Romagna
Unione di comuni,59,Unione Montana Valli Trebbia e Luretta,Cerignale,Piacenza,Emilia-Romagna
Unione di comuni,59,Unione Montana Valli Trebbia e Luretta,Coli,Piacenza,Emilia-Romagna
Unione di comuni,59,Unione Montana Valli Trebbia e Luretta,Corte Brugnatella,Piacenza,Emilia-Romagna
Unione di comuni,59,Unione Montana Valli Trebbia e Luretta,Ottone,Piacenza,Emilia-Romagna
Unione di comuni,59,Unione Montana Valli Trebbia e Luretta,Piozzano,Piacenza,Emilia-Romagna
Unione di comuni,59,Unione Montana Valli Trebbia e Luretta,Travo,Piacenza,Emilia-Romagna
Unione di comuni,59,Unione Montana Valli Trebbia e Luretta,Zerba,Piacenza,Emilia-Romagna
Unione di comuni,60,Unione dei Comuni della Bassa Romagna,Alfonsine,Ravenna,Emilia-Romagna
Unione di comuni,60,Unione dei Comuni della Bassa Romagna,Bagnacavallo,Ravenna,Emilia-Romagna
Unione di comuni,60,Unione dei Comuni della Bassa Romagna,Bagnara di Romagna,Ravenna,Emilia-Romagna
Unione di comuni,60,Unione dei Comuni della Bassa Romagna,Conselice,Ravenna,Emilia-Romagna
Unione di comuni,60,Unione dei Comuni della Bassa Romagna,Cotignola,Ravenna,Emilia-Romagna
Unione di comuni,60,Unione dei Comuni della Bassa Romagna,Fusignano,Ravenna,Emilia-Romagna
Unione di comuni,60,Unione dei Comuni della Bassa Romagna,Lugo,Ravenna,Emilia-Romagna
Unione di comuni,60,Unione dei Comuni della Bassa Romagna,Massa Lombarda,Ravenna,Emilia-Romagna
Unione di comuni,60,Unione dei Comuni della Bassa Romagna,Sant'Agata sul Santerno,Ravenna,Emilia-Romagna
Unione di comuni,61,Unione della Romagna Faentina,Brisighella,Ravenna,Emilia-Romagna
Unione di comuni,61,Unione della Romagna Faentina,Casola Valsenio,Ravenna,Emilia-Romagna
Unione di comuni,61,Unione della Romagna Faentina,Castel Bolognese,Ravenna,Emilia-Romagna
Unione di comuni,61,Unione della Romagna Faentina,Faenza,Ravenna,Emilia-Romagna
Unione di comuni,61,Unione della Romagna Faentina,Riolo Terme,Ravenna,Emilia-Romagna
Unione di comuni,61,Unione della Romagna Faentina,Solarolo,Ravenna,Emilia-Romagna
Unione di comuni,62,Unione Colline Matildiche,Albinea,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,62,Unione Colline Matildiche,Quattro Castella,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,62,Unione Colline Matildiche,Vezzano sul Crostolo,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,63,Unione dei Comuni della Bassa Reggiana,Boretto,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,63,Unione dei Comuni della Bassa Reggiana,Brescello,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,63,Unione dei Comuni della Bassa Reggiana,Gualtieri,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,63,Unione dei Comuni della Bassa Reggiana,Guastalla,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,63,Unione dei Comuni della Bassa Reggiana,Luzzara,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,63,Unione dei Comuni della Bassa Reggiana,Novellara,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,63,Unione dei Comuni della Bassa Reggiana,Poviglio,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,63,Unione dei Comuni della Bassa Reggiana,Reggiolo,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,64,Unione dei Comuni della Pianura Reggiana,Campagnola Emilia,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,64,Unione dei Comuni della Pianura Reggiana,Correggio,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,64,Unione dei Comuni della Pianura Reggiana,Fabbrico,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,64,Unione dei Comuni della Pianura Reggiana,Rio Saliceto,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,64,Unione dei Comuni della Pianura Reggiana,Rolo,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,64,Unione dei Comuni della Pianura Reggiana,San Martino in Rio,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,65,Unione dei Comuni della Terra di Mezzo,Bagnolo in Piano,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,65,Unione dei Comuni della Terra di Mezzo,Cadelbosco Sopra,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,65,Unione dei Comuni della Terra di Mezzo,Castelnovo di sotto,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,66,Unione dei Comuni della Val d’Enza,Bibbiano,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,66,Unione dei Comuni della Val d’Enza,Campegine,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,66,Unione dei Comuni della Val d’Enza,Canossa,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,66,Unione dei Comuni della Val d’Enza,Cavriago,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,66,Unione dei Comuni della Val d’Enza,Gattatico,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,66,Unione dei Comuni della Val d’Enza,Montecchio Emilia,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,66,Unione dei Comuni della Val d’Enza,Sa,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,66,Unione dei Comuni della Val d’Enza,San Polo d'Enza,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,67,Unione dei Comuni Tresinaro-Secchia,Baiso,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,67,Unione dei Comuni Tresinaro-Secchia,Casalgrande,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,67,Unione dei Comuni Tresinaro-Secchia,Castellarano,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,67,Unione dei Comuni Tresinaro-Secchia,Rubiera,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,67,Unione dei Comuni Tresinaro-Secchia,Scandiano,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,67,Unione dei Comuni Tresinaro-Secchia,Viano,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,68,Unione Montana dei Comuni dell’Appennino Reggiano,Carpineti,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,68,Unione Montana dei Comuni dell’Appennino Reggiano,Casina,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,68,Unione Montana dei Comuni dell’Appennino Reggiano,Castelnovo ne' Monti,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,68,Unione Montana dei Comuni dell’Appennino Reggiano,Toano,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,68,Unione Montana dei Comuni dell’Appennino Reggiano,Ventasso,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,68,Unione Montana dei Comuni dell’Appennino Reggiano,Vetto,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,68,Unione Montana dei Comuni dell’Appennino Reggiano,Villa Minozzo,Reggio nell'Emilia,Emilia-Romagna
Unione di comuni,69,Unione dei Comuni della Valconca,Gemmano,Rimini,Emilia-Romagna
Unione di comuni,69,Unione dei Comuni della Valconca,Mondaino,Rimini,Emilia-Romagna
Unione di comuni,69,Unione dei Comuni della Valconca,Montefiore Conca,Rimini,Emilia-Romagna
Unione di comuni,69,Unione dei Comuni della Valconca,Montegridolfo,Rimini,Emilia-Romagna
Unione di comuni,69,Unione dei Comuni della Valconca,Montescudo-Monte Colombo,Rimini,Emilia-Romagna
Unione di comuni,69,Unione dei Comuni della Valconca,Morciano di Romagna,Rimini,Emilia-Romagna
Unione di comuni,69,Unione dei Comuni della Valconca,Saludecio,Rimini,Emilia-Romagna
Unione di comuni,69,Unione dei Comuni della Valconca,San Clemente,Rimini,Emilia-Romagna
Unione di comuni,69,Unione dei Comuni della Valconca,Sassofeltrio,Rimini,Emilia-Romagna
Unione di comuni,70,Unione di Comuni Valmarecchia,Casteldelci,Rimini,Emilia-Romagna
Unione di comuni,70,Unione di Comuni Valmarecchia,Maiolo,Rimini,Emilia-Romagna
Unione di comuni,70,Unione di Comuni Valmarecchia,Montecopiolo,Rimini,Emilia-Romagna
Unione di comuni,70,Unione di Comuni Valmarecchia,Novafeltria,Rimini,Emilia-Romagna
Unione di comuni,70,Unione di Comuni Valmarecchia,Pennabilli,Rimini,Emilia-Romagna
Unione di comuni,70,Unione di Comuni Valmarecchia,Poggio Torriana,Rimini,Emilia-Romagna
Unione di comuni,70,Unione di Comuni Valmarecchia,San Leo,Rimini,Emilia-Romagna
Unione di comuni,70,Unione di Comuni Valmarecchia,Sant'Agata Feltria,Rimini,Emilia-Romagna
Unione di comuni,70,Unione di Comuni Valmarecchia,Santarcangelo di Romagna,Rimini,Emilia-Romagna
Unione di comuni,70,Unione di Comuni Valmarecchia,Talamello,Rimini,Emilia-Romagna
Unione di comuni,70,Unione di Comuni Valmarecchia,Verucchio,Rimini,Emilia-Romagna
Unione di comuni,71,Unione della Bassa Sabina,Cantalupo in Sabina,Rieti,Lazio
Unione di comuni,71,Unione della Bassa Sabina,Forano,Rieti,Lazio
Unione di comuni,71,Unione della Bassa Sabina,Montopoli di Sabina,Rieti,Lazio
Unione di comuni,71,Unione della Bassa Sabina,Poggio Mirteto,Rieti,Lazio
Unione di comuni,71,Unione della Bassa Sabina,Salisano,Rieti,Lazio
Unione di comuni,71,Unione della Bassa Sabina,Tarano,Rieti,Lazio
Unione di comuni,72,Unione dei Comuni delle Mainarde,Cervaro,Frosinone,Lazio
Unione di comuni,72,Unione dei Comuni delle Mainarde,San Vittore del Lazio,Frosinone,Lazio
Unione di comuni,72,Unione dei Comuni delle Mainarde,Sant'Elia Fiumerapido,Frosinone,Lazio
Unione di comuni,72,Unione dei Comuni delle Mainarde,Viticuso,Frosinone,Lazio
Unione di comuni,73,Unione di Comuni Cinque Città,Aquino,Frosinone,Lazio
Unione di comuni,73,Unione di Comuni Cinque Città,Castrocielo,Frosinone,Lazio
Unione di comuni,73,Unione di Comuni Cinque Città,Colle San Magno,Frosinone,Lazio
Unione di comuni,73,Unione di Comuni Cinque Città,Piedimonte San Germano,Frosinone,Lazio
Unione di comuni,73,Unione di Comuni Cinque Città,Roccasecca,Frosinone,Lazio
Unione di comuni,73,Unione di Comuni Cinque Città,Villa Santa Lucia,Frosinone,Lazio
Unione di comuni,74,Unione di Comuni degli Ernici,Fumone,Frosinone,Lazio
Unione di comuni,74,Unione di Comuni degli Ernici,Guarcino,Frosinone,Lazio
Unione di comuni,74,Unione di Comuni degli Ernici,Torre Cajetani,Frosinone,Lazio
Unione di comuni,74,Unione di Comuni degli Ernici,Vico nel Lazio,Frosinone,Lazio
Unione di comuni,75,Unione di Comuni del Lacerno e del Fibreno,Broccostella,Frosinone,Lazio
Unione di comuni,75,Unione di Comuni del Lacerno e del Fibreno,Campoli Appennino,Frosinone,Lazio
Unione di comuni,75,Unione di Comuni del Lacerno e del Fibreno,Fontechiari,Frosinone,Lazio
Unione di comuni,75,Unione di Comuni del Lacerno e del Fibreno,Pescosolido,Frosinone,Lazio
Unione di comuni,75,Unione di Comuni del Lacerno e del Fibreno,Posta Fibreno,Frosinone,Lazio
Unione di comuni,76,Unione di Comuni Valle di Comino,Alvito,Frosinone,Lazio
Unione di comuni,76,Unione di Comuni Valle di Comino,Gallinaro,Frosinone,Lazio
Unione di comuni,76,Unione di Comuni Valle di Comino,San Donato Val di Comino,Frosinone,Lazio
Unione di comuni,76,Unione di Comuni Valle di Comino,Settefrati,Frosinone,Lazio
Unione di comuni,76,Unione di Comuni Valle di Comino,Vicalvi,Frosinone,Lazio
Unione di comuni,77,Unione Comuni della Val d'Aia,Configni,Rieti,Lazio
Unione di comuni,77,Unione Comuni della Val d'Aia,Cottanello,Rieti,Lazio
Unione di comuni,77,Unione Comuni della Val d'Aia,Vacone,Rieti,Lazio
Unione di comuni,78,Unione dei Comuni Alta Sabina,Casaprota,Rieti,Lazio
Unione di comuni,78,Unione dei Comuni Alta Sabina,Montenero Sabino,Rieti,Lazio
Unione di comuni,78,Unione dei Comuni Alta Sabina,Orvinio,Rieti,Lazio
Unione di comuni,78,Unione dei Comuni Alta Sabina,Poggio Moiano,Rieti,Lazio
Unione di comuni,78,Unione dei Comuni Alta Sabina,Pozzaglia Sabina,Rieti,Lazio
Unione di comuni,78,Unione dei Comuni Alta Sabina,Scandriglia,Rieti,Lazio
Unione di comuni,78,Unione dei Comuni Alta Sabina,Torricella in Sabina,Rieti,Lazio
Unione di comuni,79,Unione dei Comuni Nova Sabina,Collevecchio,Rieti,Lazio
Unione di comuni,79,Unione dei Comuni Nova Sabina,Magliano Sabina,Rieti,Lazio
Unione di comuni,79,Unione dei Comuni Nova Sabina,Montebuono,Rieti,Lazio
Unione di comuni,79,Unione dei Comuni Nova Sabina,Poggio Catino,Rieti,Lazio
Unione di comuni,79,Unione dei Comuni Nova Sabina,Selci,Rieti,Lazio
Unione di comuni,80,Unione Comuni Medaniene,Anticoli Corrado,Roma,Lazio
Unione di comuni,80,Unione Comuni Medaniene,Arsoli,Roma,Lazio
Unione di comuni,80,Unione Comuni Medaniene,Cineto Romano,Roma,Lazio
Unione di comuni,80,Unione Comuni Medaniene,Riofreddo,Roma,Lazio
Unione di comuni,80,Unione Comuni Medaniene,Roviano,Roma,Lazio
Unione di comuni,80,Unione Comuni Medaniene,Vallinfreda,Roma,Lazio
Unione di comuni,80,Unione Comuni Medaniene,Vivaro Romano,Roma,Lazio
Unione di comuni,81,Unione Comuni della Valle Ustica,Licenza,Roma,Lazio
Unione di comuni,81,Unione Comuni della Valle Ustica,Mandela,Roma,Lazio
Unione di comuni,81,Unione Comuni della Valle Ustica,Percile,Roma,Lazio
