TIPO_ENTE,COD,DENOMINAZIONE,COMUNE,PROVINCIA,REGIONE
Comunità di montagna,1,Comunità del Collio,Capriva del Friuli,Gorizia,Friuli-Venezia Giulia
Comunità di montagna,1,Comunità del Collio,Cormons,Gorizia,Friuli-Venezia Giulia
Comunità di montagna,1,Comunità del Collio,Dolegna del Collio,Gorizia,Friuli-Venezia Giulia
Comunità di montagna,1,Comunità del Collio,Farra d'Isonzo,Gorizia,Friuli-Venezia Giulia
Comunità di montagna,1,Comunità del Collio,Mariano del Friuli,Gorizia,Friuli-Venezia Giulia
Comunità di montagna,1,Comunità del Collio,Medea,Gorizia,Friuli-Venezia Giulia
Comunità di montagna,1,Comunità del Collio,Moraro,Gorizia,Friuli-Venezia Giulia
Comunità di montagna,1,Comunità del Collio,Mossa,Gorizia,Friuli-Venezia Giulia
Comunità di montagna,1,Comunità del Collio,San Floriano del Collio-Števerjan,Gorizia,Friuli-Venezia Giulia
Comunità di montagna,1,Comunità del Collio,San Lorenzo Isontino,Gorizia,Friuli-Venezia Giulia
Comunità di montagna,2,Comunità di Montagna delle Prealpi Friulane Orientali,Arba,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,2,Comunità di Montagna delle Prealpi Friulane Orientali,Castelnovo del Friuli,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,2,Comunità di Montagna delle Prealpi Friulane Orientali,Cavasso Nuovo,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,2,Comunità di Montagna delle Prealpi Friulane Orientali,Clauzetto,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,2,Comunità di Montagna delle Prealpi Friulane Orientali,Fanna,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,2,Comunità di Montagna delle Prealpi Friulane Orientali,Maniago,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,2,Comunità di Montagna delle Prealpi Friulane Orientali,Meduno,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,2,Comunità di Montagna delle Prealpi Friulane Orientali,Montereale Valcellina,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,2,Comunità di Montagna delle Prealpi Friulane Orientali,Pinzano al Tagliamento,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,2,Comunità di Montagna delle Prealpi Friulane Orientali,Sequals,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,2,Comunità di Montagna delle Prealpi Friulane Orientali,Spilimbergo,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,2,Comunità di Montagna delle Prealpi Friulane Orientali,Travesio,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,2,Comunità di Montagna delle Prealpi Friulane Orientali,Vajont,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,2,Comunità di Montagna delle Prealpi Friulane Orientali,Vito d'Asio,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,2,Comunità di Montagna delle Prealpi Friulane Orientali,Vivaro,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,3,Comunità Sile,Azzano Decimo,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,3,Comunità Sile,Chions,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,3,Comunità Sile,Pravisdomini,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,4,"Magnifica Comunità di Montagna Dolomiti Friulane, Cavallo e Cansiglio",Andreis,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,4,"Magnifica Comunità di Montagna Dolomiti Friulane, Cavallo e Cansiglio",Aviano,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,4,"Magnifica Comunità di Montagna Dolomiti Friulane, Cavallo e Cansiglio",Barcis,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,4,"Magnifica Comunità di Montagna Dolomiti Friulane, Cavallo e Cansiglio",Budoia,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,4,"Magnifica Comunità di Montagna Dolomiti Friulane, Cavallo e Cansiglio",Caneva,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,4,"Magnifica Comunità di Montagna Dolomiti Friulane, Cavallo e Cansiglio",Cimolais,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,4,"Magnifica Comunità di Montagna Dolomiti Friulane, Cavallo e Cansiglio",Claut,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,4,"Magnifica Comunità di Montagna Dolomiti Friulane, Cavallo e Cansiglio",Erto e Casso,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,4,"Magnifica Comunità di Montagna Dolomiti Friulane, Cavallo e Cansiglio",Frisanco,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,4,"Magnifica Comunità di Montagna Dolomiti Friulane, Cavallo e Cansiglio",Polcenigo,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,4,"Magnifica Comunità di Montagna Dolomiti Friulane, Cavallo e Cansiglio",Tramonti di Sopra,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,4,"Magnifica Comunità di Montagna Dolomiti Friulane, Cavallo e Cansiglio",Tramonti di Sotto,Pordenone,Friuli-Venezia Giulia
Comunità di montagna,5,Comunità Collinare del Friuli,Buja,Udine,Friuli-Venezia Giulia
Comunità di montagna,5,Comunità Collinare del Friuli,Colloredo di Monte Albano,Udine,Friuli-Venezia Giulia
Comunità di montagna,5,Comunità Collinare del Friuli,Coseano,Udine,Friuli-Venezia Giulia
Comunità di montagna,5,Comunità Collinare del Friuli,Dignano,Udine,Friuli-Venezia Giulia
Comunità di montagna,5,Comunità Collinare del Friuli,Fagagna,Udine,Friuli-Venezia Giulia
Comunità di montagna,5,Comunità Collinare del Friuli,Flaibano,Udine,Friuli-Venezia Giulia
Comunità di montagna,5,Comunità Collinare del Friuli,Forgaria nel Friuli,Udine,Friuli-Venezia Giulia
Comunità di montagna,5,Comunità Collinare del Friuli,Majano,Udine,Friuli-Venezia Giulia
Comunità di montagna,5,Comunità Collinare del Friuli,Moruzzo,Udine,Friuli-Venezia Giulia
Comunità di montagna,5,Comunità Collinare del Friuli,Osoppo,Udine,Friuli-Venezia Giulia
Comunità di montagna,5,Comunità Collinare del Friuli,Ragogna,Udine,Friuli-Venezia Giulia
Comunità di montagna,5,Comunità Collinare del Friuli,Rive d'Arcano,Udine,Friuli-Venezia Giulia
Comunità di montagna,5,Comunità Collinare del Friuli,San Daniele del Friuli,Udine,Friuli-Venezia Giulia
Comunità di montagna,5,Comunità Collinare del Friuli,San Vito di Fagagna,Udine,Friuli-Venezia Giulia
Comunità di montagna,5,Comunità Collinare del Friuli,Treppo Grande,Udine,Friuli-Venezia Giulia
Comunità di montagna,6,Comunità del Friuli Orientale,Buttrio,Udine,Friuli-Venezia Giulia
Comunità di montagna,6,Comunità del Friuli Orientale,Cividale del Friuli,Udine,Friuli-Venezia Giulia
Comunità di montagna,6,Comunità del Friuli Orientale,Moimacco,Udine,Friuli-Venezia Giulia
Comunità di montagna,6,Comunità del Friuli Orientale,Pradamano,Udine,Friuli-Venezia Giulia
Comunità di montagna,6,Comunità del Friuli Orientale,Premariacco,Udine,Friuli-Venezia Giulia
Comunità di montagna,6,Comunità del Friuli Orientale,Prepotto,Udine,Friuli-Venezia Giulia
Comunità di montagna,6,Comunità del Friuli Orientale,Remanzacco,Udine,Friuli-Venezia Giulia
Comunità di montagna,6,Comunità del Friuli Orientale,San Giovanni al Natisone,Udine,Friuli-Venezia Giulia
Comunità di montagna,7,Comunità di Montagna Canal del Ferro - Valcanale,Chiusaforte,Udine,Friuli-Venezia Giulia
Comunità di montagna,7,Comunità di Montagna Canal del Ferro - Valcanale,Dogna,Udine,Friuli-Venezia Giulia
Comunità di montagna,7,Comunità di Montagna Canal del Ferro - Valcanale,Malborghetto Valbruna,Udine,Friuli-Venezia Giulia
Comunità di montagna,7,Comunità di Montagna Canal del Ferro - Valcanale,Moggio Udinese,Udine,Friuli-Venezia Giulia
Comunità di montagna,7,Comunità di Montagna Canal del Ferro - Valcanale,Pontebba,Udine,Friuli-Venezia Giulia
Comunità di montagna,7,Comunità di Montagna Canal del Ferro - Valcanale,Resia,Udine,Friuli-Venezia Giulia
Comunità di montagna,7,Comunità di Montagna Canal del Ferro - Valcanale,Resiutta,Udine,Friuli-Venezia Giulia
Comunità di montagna,7,Comunità di Montagna Canal del Ferro - Valcanale,Tarvisio,Udine,Friuli-Venezia Giulia
Comunità di montagna,8,Comunità di Montagna del Gemonese,Artegna,Udine,Friuli-Venezia Giulia
Comunità di montagna,8,Comunità di Montagna del Gemonese,Bordano,Udine,Friuli-Venezia Giulia
Comunità di montagna,8,Comunità di Montagna del Gemonese,Gemona del Friuli,Udine,Friuli-Venezia Giulia
Comunità di montagna,8,Comunità di Montagna del Gemonese,Montenars,Udine,Friuli-Venezia Giulia
Comunità di montagna,8,Comunità di Montagna del Gemonese,Trasaghis,Udine,Friuli-Venezia Giulia
Comunità di montagna,8,Comunità di Montagna del Gemonese,Venzone,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Amaro,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Ampezzo,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Arta Terme,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Cavazzo Carnico,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Cercivento,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Comeglians,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Enemonzo,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Forni Avoltri,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Forni di Sopra,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Forni di Sotto,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Lauco,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Ovaro,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Paluzza,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Paularo,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Prato Carnico,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Preone,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Ravascletto,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Raveo,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Rigolato,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Sappada,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Sauris,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Socchieve,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Sutrio,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Tolmezzo,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Treppo Ligosullo,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Verzegnis,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Villa Santina,Udine,Friuli-Venezia Giulia
Comunità di montagna,9,Comunità di Montagna della Carnia,Zuglio,Udine,Friuli-Venezia Giulia
Comunità di montagna,10,Comunità di Montangna del Natisone e Torre,Attimis,Udine,Friuli-Venezia Giulia
Comunità di montagna,10,Comunità di Montangna del Natisone e Torre,Drenchia,Udine,Friuli-Venezia Giulia
Comunità di montagna,10,Comunità di Montangna del Natisone e Torre,Faedis,Udine,Friuli-Venezia Giulia
Comunità di montagna,10,Comunità di Montangna del Natisone e Torre,Grimacco,Udine,Friuli-Venezia Giulia
Comunità di montagna,10,Comunità di Montangna del Natisone e Torre,Lusevera,Udine,Friuli-Venezia Giulia
Comunità di montagna,10,Comunità di Montangna del Natisone e Torre,Magnano in Riviera,Udine,Friuli-Venezia Giulia
Comunità di montagna,10,Comunità di Montangna del Natisone e Torre,Nimis,Udine,Friuli-Venezia Giulia
Comunità di montagna,10,Comunità di Montangna del Natisone e Torre,Pulfero,Udine,Friuli-Venezia Giulia
Comunità di montagna,10,Comunità di Montangna del Natisone e Torre,San Leonardo,Udine,Friuli-Venezia Giulia
Comunità di montagna,10,Comunità di Montangna del Natisone e Torre,San Pietro al Natisone,Udine,Friuli-Venezia Giulia
Comunità di montagna,10,Comunità di Montangna del Natisone e Torre,Savogna,Udine,Friuli-Venezia Giulia
Comunità di montagna,10,Comunità di Montangna del Natisone e Torre,Stregna,Udine,Friuli-Venezia Giulia
Comunità di montagna,10,Comunità di Montangna del Natisone e Torre,Taipana,Udine,Friuli-Venezia Giulia
Comunità di montagna,10,Comunità di Montangna del Natisone e Torre,Tarcento,Udine,Friuli-Venezia Giulia
Comunità di montagna,10,Comunità di Montangna del Natisone e Torre,Torreano,Udine,Friuli-Venezia Giulia
Comunità di montagna,11,Comunità Riviera Friulana,Carlino,Udine,Friuli-Venezia Giulia
Comunità di montagna,11,Comunità Riviera Friulana,Latisana,Udine,Friuli-Venezia Giulia
Comunità di montagna,11,Comunità Riviera Friulana,Lignano Sabbiadoro,Udine,Friuli-Venezia Giulia
Comunità di montagna,11,Comunità Riviera Friulana,Marano Lagunare,Udine,Friuli-Venezia Giulia
Comunità di montagna,11,Comunità Riviera Friulana,Muzzana del Turgnano,Udine,Friuli-Venezia Giulia
Comunità di montagna,11,Comunità Riviera Friulana,Palazzolo dello Stella,Udine,Friuli-Venezia Giulia
Comunità di montagna,11,Comunità Riviera Friulana,Pocenia,Udine,Friuli-Venezia Giulia
Comunità di montagna,11,Comunità Riviera Friulana,Porpetto,Udine,Friuli-Venezia Giulia
Comunità di montagna,11,Comunità Riviera Friulana,Precenicco,Udine,Friuli-Venezia Giulia
Comunità di montagna,11,Comunità Riviera Friulana,Rivignano Teor,Udine,Friuli-Venezia Giulia
Comunità di montagna,11,Comunità Riviera Friulana,Ronchis,Udine,Friuli-Venezia Giulia
Comunità di montagna,11,Comunità Riviera Friulana,San Giorgio di Nogaro,Udine,Friuli-Venezia Giulia
Comunità territoriale,1,Valle Di Fiemme,Capriana,Trento,Trentino
Comunità territoriale,1,Valle Di Fiemme,Carano,Trento,Trentino
Comunità territoriale,1,Valle Di Fiemme,Castello Molina Di Fiemme,Trento,Trentino
Comunità territoriale,1,Valle Di Fiemme,Cavalese,Trento,Trentino
Comunità territoriale,1,Valle Di Fiemme,Daiano,Trento,Trentino
Comunità territoriale,1,Valle Di Fiemme,Panchia',Trento,Trentino
Comunità territoriale,1,Valle Di Fiemme,Predazzo,Trento,Trentino
Comunità territoriale,1,Valle Di Fiemme,Tesero,Trento,Trentino
Comunità territoriale,1,Valle Di Fiemme,Valfloriana,Trento,Trentino
Comunità territoriale,1,Valle Di Fiemme,Varena,Trento,Trentino
Comunità territoriale,2,Primiero,Canal San Bovo,Trento,Trentino
Comunità territoriale,2,Primiero,Imer,Trento,Trentino
Comunità territoriale,2,Primiero,Mezzano,Trento,Trentino
Comunità territoriale,2,Primiero,Primiero,Trento,Trentino
Comunità territoriale,2,Primiero,Sagron Mis,Trento,Trentino
Comunità territoriale,2,Primiero,San Martino Di Castrozza,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Bieno,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Borgo Valsugana,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Carzano,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Castel Ivano,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Castello Tesino,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Castelnuovo,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Cinte Tesino,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Grigno,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Novaledo,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Ospedaletto,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Pieve Tesino,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Roncegno Terme,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Ronchi Valsugana,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Samone,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Scurelle,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Telve,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Telve Di Sopra,Trento,Trentino
Comunità territoriale,3,Valsugana E Tesino,Torcegno,Trento,Trentino
Comunità territoriale,4,Alta Valsugana E Bersntol,Altopiano Della Vigolana,Trento,Trentino
Comunità territoriale,4,Alta Valsugana E Bersntol,Baselga Di Pine',Trento,Trentino
Comunità territoriale,4,Alta Valsugana E Bersntol,Bedollo,Trento,Trentino
Comunità territoriale,4,Alta Valsugana E Bersntol,Calceranica Al Lago,Trento,Trentino
Comunità territoriale,4,Alta Valsugana E Bersntol,Caldonazzo,Trento,Trentino
Comunità territoriale,4,Alta Valsugana E Bersntol,Civezzano,Trento,Trentino
Comunità territoriale,4,Alta Valsugana E Bersntol,Fierozzo,Trento,Trentino
Comunità territoriale,4,Alta Valsugana E Bersntol,Fornace,Trento,Trentino
Comunità territoriale,4,Alta Valsugana E Bersntol,Frassilongo,Trento,Trentino
Comunità territoriale,4,Alta Valsugana E Bersntol,Levico Terme,Trento,Trentino
Comunità territoriale,4,Alta Valsugana E Bersntol,Palu' Del Fersina,Trento,Trentino
Comunità territoriale,4,Alta Valsugana E Bersntol,Pergine Valsugana,Trento,Trentino
Comunità territoriale,4,Alta Valsugana E Bersntol,Sant'orsola Terme,Trento,Trentino
Comunità territoriale,4,Alta Valsugana E Bersntol,Tenna,Trento,Trentino
Comunità territoriale,4,Alta Valsugana E Bersntol,Vignola Falesina,Trento,Trentino
Comunità territoriale,5,Comunita' Della Valle Di Cembra,Albiano,Trento,Trentino
Comunità territoriale,5,Comunita' Della Valle Di Cembra,Altavalle,Trento,Trentino
Comunità territoriale,5,Comunita' Della Valle Di Cembra,Cembra Lisignago,Trento,Trentino
Comunità territoriale,5,Comunita' Della Valle Di Cembra,Giovo,Trento,Trentino
Comunità territoriale,5,Comunita' Della Valle Di Cembra,Lona-Lases,Trento,Trentino
Comunità territoriale,5,Comunita' Della Valle Di Cembra,Segonzano,Trento,Trentino
Comunità territoriale,5,Comunita' Della Valle Di Cembra,Sover,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Amblar Don,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Borgo D'anaunia,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Bresimo,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Campodenno,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Cavareno,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Cis,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Cles,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Conta',Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Dambel,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Denno,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Livo,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Novella,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Predaia,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Romeno,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Ronzone,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Ruffre'-Mendola,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Rumo,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Sanzeno,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Sarnonico,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Sfruz,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Sporminore,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Ton,Trento,Trentino
Comunità territoriale,6,Comunita' Della Val Di Non,Ville D'anaunia,Trento,Trentino
Comunità territoriale,7,Comunita' Della Valle Di Sole,Caldes,Trento,Trentino
Comunità territoriale,7,Comunita' Della Valle Di Sole,Caviz zana,Trento,Trentino
Comunità territoriale,7,Comunita' Della Valle Di Sole,Commezzadura,Trento,Trentino
Comunità territoriale,7,Comunita' Della Valle Di Sole,Croviana,Trento,Trentino
Comunità territoriale,7,Comunita' Della Valle Di Sole,Dimaro Folgarida,Trento,Trentino
Comunità territoriale,7,Comunita' Della Valle Di Sole,Male',Trento,Trentino
Comunità territoriale,7,Comunita' Della Valle Di Sole,Mezzana,Trento,Trentino
Comunità territoriale,7,Comunita' Della Valle Di Sole,Ossana,Trento,Trentino
Comunità territoriale,7,Comunita' Della Valle Di Sole,Peio,Trento,Trentino
Comunità territoriale,7,Comunita' Della Valle Di Sole,Pellizzano,Trento,Trentino
Comunità territoriale,7,Comunita' Della Valle Di Sole,Rabbi,Trento,Trentino
Comunità territoriale,7,Comunita' Della Valle Di Sole,Terzolas,Trento,Trentino
Comunità territoriale,7,Comunita' Della Valle Di Sole,Vermiglio,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Bleggio Superiore,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Bocenago,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Bondone,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Borgo Chiese,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Borgo Lares,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Caderzone Terme,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Carisolo,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Castel Condino,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Comano Terme,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Fiave',Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Giustino,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Massimeno,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Pelugo,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Pieve Di Bono-Prezzo,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Pinzolo,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Porte Di Rendenna,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,San Lorenzo Dorsino,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Sella Giudicarie,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Spiazzo,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Stenico,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Storo,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Strembo,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Tione Di Trento,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Tre Ville,Trento,Trentino
Comunità territoriale,8,Comunita'delle Giudicarie,Valdaone,Trento,Trentino
Comunità territoriale,9,Comunita' Alto Garda E Ledro,Arco,Trento,Trentino
Comunità territoriale,9,Comunita' Alto Garda E Ledro,Drena,Trento,Trentino
Comunità territoriale,9,Comunita' Alto Garda E Ledro,Dro,Trento,Trentino
Comunità territoriale,9,Comunita' Alto Garda E Ledro,Ledro,Trento,Trentino
Comunità territoriale,9,Comunita' Alto Garda E Ledro,Nago-Torbole,Trento,Trentino
Comunità territoriale,9,Comunita' Alto Garda E Ledro,Riva Del Garda,Trento,Trentino
Comunità territoriale,9,Comunita' Alto Garda E Ledro,Tenno,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Ala,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Avio,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Besenello,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Brentonico,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Calliano,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Isera,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Mori,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Nogaredo,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Nomi,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Pomarolo,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Ronzo Chienis,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Rovereto,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Terragnolo,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Trambileno,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Vallarsa,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Villa Lagarina,Trento,Trentino
Comunità territoriale,10,Comunita' Della Vallagarina,Volano,Trento,Trentino
Comunità territoriale,11,Comun General De Fascia,Campitello Di Fassa,Trento,Trentino
Comunità territoriale,11,Comun General De Fascia,Canazei,Trento,Trentino
Comunità territoriale,11,Comun General De Fascia,Mazzin,Trento,Trentino
Comunità territoriale,11,Comun General De Fascia,Moena,Trento,Trentino
Comunità territoriale,11,Comun General De Fascia,Sen Jan Di Fascia,Trento,Trentino
Comunità territoriale,11,Comun General De Fascia,Soraga,Trento,Trentino
Comunità territoriale,12,Magnifica Comunita' Degli Altipiani Cimbri,Folgaria,Trento,Trentino
Comunità territoriale,12,Magnifica Comunita' Degli Altipiani Cimbri,Lavarone,Trento,Trentino
Comunità territoriale,12,Magnifica Comunita' Degli Altipiani Cimbri,Luserna,Trento,Trentino
Comunità territoriale,13,Comunita' Rotaliana-Konigsberg,Lavis,Trento,Trentino
Comunità territoriale,13,Comunita' Rotaliana-Konigsberg,Mezzocorona,Trento,Trentino
Comunità territoriale,13,Comunita' Rotaliana-Konigsberg,Mezzolombardo,Trento,Trentino
Comunità territoriale,13,Comunita' Rotaliana-Konigsberg,Rovere' Della Luna,Trento,Trentino
Comunità territoriale,13,Comunita' Rotaliana-Konigsberg,San Michele All'adige,Trento,Trentino
Comunità territoriale,13,Comunita' Rotaliana-Konigsberg,Terre D'adige,Trento,Trentino
Comunità territoriale,14,Comunita' Della Paganella,Andalo,Trento,Trentino
Comunità territoriale,14,Comunita' Della Paganella,Cavedago,Trento,Trentino
Comunità territoriale,14,Comunita' Della Paganella,Fai Della Paganella,Trento,Trentino
Comunità territoriale,14,Comunita' Della Paganella,Molveno,Trento,Trentino
Comunità territoriale,14,Comunita' Della Paganella,Spormaggiore,Trento,Trentino
Comunità territoriale,15,Comunita' Della Valle Dei Laghi,Cavedine,Trento,Trentino
Comunità territoriale,15,Comunita' Della Valle Dei Laghi,Madruzzo,Trento,Trentino
