id_rete,input_json,titolo_rete,file,regione,provincia,comune_soggetto,nome_soggetto,tipo_dettaglio,tipo_aggregato_10,macro_tipologia,ruolo_attore,ruolo_firmatario,ruolo_proponente,ruolo_gestione,ruolo_monitoraggio,ruolo_coordinamento,ruolo_governance_totale,stato_osservazione
13_2406_rta_13_241122103901_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt,all_risultati_enriched_2.4.json,2406_rta_13_241122103901_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ,13_2406_rta_13_241122103901_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt,Abruzzo,Chieti,San Salvo,Associazione Dafne Onlus,Altro,altro,altro,1,1,1,0,0,1,1,valido_localizzato
18_2406_rta_18_240926103211_4166---PROTOCOLLOviolasottoscritto.txt,all_risultati_enriched_2.4.json,2406_rta_18_240926103211_4166---PROTOCOLLOviolasottoscritto,18_2406_rta_18_240926103211_4166---PROTOCOLLOviolasottoscritto.txt,Calabria,Cosenza,Corigliano-Rossano,Associazione Mondiversi Onlus,Altro,altro,altro,0,1,0,0,0,0,0,valido_localizzato
16_2406_rta_16_250410170705_4166---protocolloPrefetturaProvinciaTaranto.txt,all_risultati_enriched_2.4.json,2406_rta_16_250410170705_4166---protocolloPrefetturaProvinciaTaranto,16_2406_rta_16_250410170705_4166---protocolloPrefetturaProvinciaTaranto.txt,Puglia,Taranto,Taranto,Associazione onlus Alzaia,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.txt,all_risultati_enriched_2.4.json,2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA,12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.txt,Lazio,Roma,Velletri,Caritas,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
18_2406_rta_18_240926102706_4166---protocollomondorosa2013.txt,all_risultati_enriched_2.4.json,2406_rta_18_240926102706_4166---protocollomondorosa2013,18_2406_rta_18_240926102706_4166---protocollomondorosa2013.txt,Calabria,Catanzaro,Catanzaro,Centro Calabrese di Solidarieta,Altro,altro,altro,1,1,1,1,0,1,1,valido_localizzato
12_2406_rta_12_241008151247_4166---3.prot.txt,all_risultati_enriched_2.4.json,2406_rta_12_241008151247_4166---3.prot,12_2406_rta_12_241008151247_4166---3.prot.txt,Lazio,Roma,Roma,Centro Italiano di Solidarieta don Mario Picchi ETS,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
12_2406_rta_12_240926115028_4166---ProtICROASLazioePonteDonna.txt,all_risultati_enriched_2.4.json,2406_rta_12_240926115028_4166---ProtICROASLazioePonteDonna,12_2406_rta_12_240926115028_4166---ProtICROASLazioePonteDonna.txt,Lazio,Roma,Roma,Consiglio Nazionale,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
03_2406_rta_03_240925150245_4166---ProtocolloReteARIAPalazzolo.txt,all_risultati_enriched_2.4.json,2406_rta_03_240925150245_4166---ProtocolloReteARIAPalazzolo,03_2406_rta_03_240925150245_4166---ProtocolloReteARIAPalazzolo.txt,Lombardia,Brescia,Palazzolo sull'Oglio,Fondazione Giuseppe Antonio Galignani E.T.S,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
03_2406_rta_03_240925150245_4166---ProtocolloReteARIAPalazzolo.txt,all_risultati_enriched_2.4.json,2406_rta_03_240925150245_4166---ProtocolloReteARIAPalazzolo,03_2406_rta_03_240925150245_4166---ProtocolloReteARIAPalazzolo.txt,Lombardia,Brescia,Rodengo Saiano,Fondazione Punto Missione ETS,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,all_risultati_enriched_2.4.json,2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto,03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,Lombardia,Milano,Melzo,Fondazione Tuendelee ONLUS,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
16_bat_convenzione CAV - ASL BT.txt,all_risultati_enriched_2.4.json,bat_convenzione CAV - ASL BT,16_bat_convenzione CAV - ASL BT.txt,Puglia,Barletta-Andria-Trani,Barletta,Osservatorio Giulia e Rossella,Altro,altro,altro,1,1,0,1,1,0,1,valido_localizzato
13_2406_rta_13_241122104158_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt,all_risultati_enriched_2.4.json,2406_rta_13_241122104158_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ,13_2406_rta_13_241122104158_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt,Abruzzo,nan,nan,14a DELEGAZIONE REGIONALE ABRUZZO,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
12_2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone.txt,all_risultati_enriched_2.4.json,2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone,12_2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone.txt,Lazio,nan,nan,1522,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
09_PISTOIA PROV .txt,all_risultati_enriched_2.4.json,PISTOIA PROV ,09_PISTOIA PROV .txt,Toscana,nan,nan,365giornialfemmile,Altro,altro,altro,0,1,0,0,0,0,0,valido_localizzato
12_2406_rta_12_240927093424_4166---ProtVMunMerlin.txt,all_risultati_enriched_2.4.json,2406_rta_12_240927093424_4166---ProtVMunMerlin,12_2406_rta_12_240927093424_4166---ProtVMunMerlin.txt,Lazio,nan,nan,A.GE.D.O,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
01_2406_rta_01_241018142804_4166---ConvenzioneASL-Prontosoccorsoceva.txt,all_risultati_enriched_2.4.json,2406_rta_01_241018142804_4166---ConvenzioneASL-Prontosoccorsoceva,01_2406_rta_01_241018142804_4166---ConvenzioneASL-Prontosoccorsoceva.txt,Piemonte,nan,nan,A.N.A.C,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,nan,nan,ACER Bologna,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
12_2406_rta_12_241003100516_4166---1ProtCAVPAOLALATTESLibroteka(1).txt,all_risultati_enriched_2.4.json,2406_rta_12_241003100516_4166---1ProtCAVPAOLALATTESLibroteka(1),12_2406_rta_12_241003100516_4166---1ProtCAVPAOLALATTESLibroteka(1).txt,Lazio,Roma,Roma,ACR La Libroteca,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,Emilia-Romagna,Ferrara,Ferrara,AFM - Farmacie Comunali Ferrara,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
03_2406_rta_03_240926122707_4166---ProtocolloReteAntiviolenzaconfirme.txt,all_risultati_enriched_2.4.json,2406_rta_03_240926122707_4166---ProtocolloReteAntiviolenzaconfirme,03_2406_rta_03_240926122707_4166---ProtocolloReteAntiviolenzaconfirme.txt,Lombardia,nan,nan,AFOL Sud Milano,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,nan,nan,AIDA,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
09_PISA PREF E PROV.txt,all_risultati_enriched_2.4.json,PISA PREF E PROV,09_PISA PREF E PROV.txt,Toscana,nan,nan,AIED,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
16_2406_rta_16_250409123532_4166---protocollooperativoTriggiano_reteantiviolenza.pdf.txt,all_risultati_enriched_2.4.json,2406_rta_16_250409123532_4166---protocollooperativoTriggiano_reteantiviolenza.pdf,16_2406_rta_16_250409123532_4166---protocollooperativoTriggiano_reteantiviolenza.pdf.txt,Puglia,nan,nan,AIRA,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
18_2406_rta_18_240926102407_4166---ProtocollointesaAISM_CentroLanzino_ReteREDCALABRIA_firmadigitale.txt,all_risultati_enriched_2.4.json,2406_rta_18_240926102407_4166---ProtocollointesaAISM_CentroLanzino_ReteREDCALABRIA_firmadigitale,18_2406_rta_18_240926102407_4166---ProtocollointesaAISM_CentroLanzino_ReteREDCALABRIA_firmadigitale.txt,Calabria,nan,nan,AISM Sede Regionale Calabria,Altro,altro,altro,1,0,0,0,0,0,0,valido_localizzato
16_ex_Convenzione Gioia del Colle.txt,all_risultati_enriched_2.4.json,ex_Convenzione Gioia del Colle,16_ex_Convenzione Gioia del Colle.txt,Puglia,nan,nan,ANAC,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
05_2406_rta_05_240919114041_4166---protocollounicorevisionato2024.txt,all_risultati_enriched_2.4.json,2406_rta_05_240919114041_4166---protocollounicorevisionato2024,05_2406_rta_05_240919114041_4166---protocollounicorevisionato2024.txt,Trento,nan,nan,ANCI (Associazione Nazionale Comuni Italiani,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
18_2406_rta_18_240926102706_4166---protocollomondorosa2013.txt,all_risultati_enriched_2.4.json,2406_rta_18_240926102706_4166---protocollomondorosa2013,18_2406_rta_18_240926102706_4166---protocollomondorosa2013.txt,Calabria,nan,nan,ANCI Calabria,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,all_risultati_enriched_2.4.json,2406_rta_07_240916163956_4166---DGR477_2022_Protocollo,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Liguria,nan,nan,ANCI Liguria,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
01_2406_rta_01_240909110828_4166---PROTOCOLLOHELP.txt,all_risultati_enriched_2.4.json,2406_rta_01_240909110828_4166---PROTOCOLLOHELP,01_2406_rta_01_240909110828_4166---PROTOCOLLOHELP.txt,Piemonte,nan,nan,ANCI Nazionale,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
16_2406_rta_16_250411124608_4166---Prot_CGIL-CISL-CONFINDUSTRIA_CAV.txt,all_risultati_enriched_2.4.json,2406_rta_16_250411124608_4166---Prot_CGIL-CISL-CONFINDUSTRIA_CAV,16_2406_rta_16_250411124608_4166---Prot_CGIL-CISL-CONFINDUSTRIA_CAV.txt,Puglia,nan,nan,ANCI Puglia,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
10_2406_rta_10_250506141901_4166---ProtocollounicoregionaleRINNOVATO.txt,all_risultati_enriched_2.4.json,2406_rta_10_250506141901_4166---ProtocollounicoregionaleRINNOVATO,10_2406_rta_10_250506141901_4166---ProtocollounicoregionaleRINNOVATO.txt,Umbria,nan,nan,ANCI Umbria,Altro,altro,altro,1,0,0,0,0,0,0,valido_localizzato
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,nan,nan,APE,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
12_2406_rta_12_240926122148_4166---2024.1153010-AccordotralepartiPonteDonna–UnderdogSocialClubCAVMarielleFranco-2(1).txt,all_risultati_enriched_2.4.json,2406_rta_12_240926122148_4166---2024.1153010-AccordotralepartiPonteDonna–UnderdogSocialClubCAVMarielleFranco-2(1),12_2406_rta_12_240926122148_4166---2024.1153010-AccordotralepartiPonteDonna–UnderdogSocialClubCAVMarielleFranco-2(1).txt,Lazio,nan,nan,ASD Underdog Social Club,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015091621_4166---PROTOCOLLO_22,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Emilia-Romagna,nan,nan,ASP Cesena Valle del Savio,Altro,altro,altro,1,1,0,1,0,0,1,valido_localizzato
08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015091917_4166---Protocollo2022-2024,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,Emilia-Romagna,Piacenza,Piacenza,ASP Città di Piacenza,Altro,altro,altro,1,1,1,0,0,0,0,valido_localizzato
08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015091621_4166---PROTOCOLLO_22,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Emilia-Romagna,nan,nan,ASP del Rubicone,Altro,altro,altro,1,0,0,0,0,0,0,valido_localizzato
12_2406_rta_12_241008150836_4166---2.prot.txt,all_risultati_enriched_2.4.json,2406_rta_12_241008150836_4166---2.prot,12_2406_rta_12_241008150836_4166---2.prot.txt,Lazio,Roma,Roma,ASPIC per la scuola,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
12_2406_rta_12_240927093424_4166---ProtVMunMerlin.txt,all_risultati_enriched_2.4.json,2406_rta_12_240927093424_4166---ProtVMunMerlin,12_2406_rta_12_240927093424_4166---ProtVMunMerlin.txt,Lazio,nan,nan,ASS. HUESERA,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.txt,all_risultati_enriched_2.4.json,2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014,03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.txt,Lombardia,Lodi,Casalpusterlengo,ASSC Azienda Speciale di Servizi di Casalpusterlengo,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,nan,nan,ASSOCASA,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
12_2406_rta_12_240927093424_4166---ProtVMunMerlin.txt,all_risultati_enriched_2.4.json,2406_rta_12_240927093424_4166---ProtVMunMerlin,12_2406_rta_12_240927093424_4166---ProtVMunMerlin.txt,Lazio,nan,nan,ASSOLE,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,nan,nan,ASSPI,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.txt,all_risultati_enriched_2.4.json,2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020,03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.txt,Lombardia,nan,nan,ASST Sette Laghi,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
12_2406_rta_12_241002105403_4166---2ProtCAVSAPIENZA-HAPPYCOACHINGANDCOUNSELING.txt,all_risultati_enriched_2.4.json,2406_rta_12_241002105403_4166---2ProtCAVSAPIENZA-HAPPYCOACHINGANDCOUNSELING,12_2406_rta_12_241002105403_4166---2ProtCAVSAPIENZA-HAPPYCOACHINGANDCOUNSELING.txt,Lazio,nan,nan,ASviS,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.txt,all_risultati_enriched_2.4.json,2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020,03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.txt,Lombardia,nan,nan,ATS Insubria,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
12_2406_rta_12_241003105319_4166---PROTOCOLLODIINTES1_2601def-signed-signed.txt,all_risultati_enriched_2.4.json,2406_rta_12_241003105319_4166---PROTOCOLLODIINTES1_2601def-signed-signed,12_2406_rta_12_241003105319_4166---PROTOCOLLODIINTES1_2601def-signed-signed.txt,Lazio,Roma,Roma,Agenzia delle Entrate - Ufficio di Roma 1,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
01_2406_rta_01_240909114524_4166---CONVENZIONEUNITO-SPORTANTIVIOLENZA.txt,all_risultati_enriched_2.4.json,2406_rta_01_240909114524_4166---CONVENZIONEUNITO-SPORTANTIVIOLENZA,01_2406_rta_01_240909114524_4166---CONVENZIONEUNITO-SPORTANTIVIOLENZA.txt,Piemonte,nan,nan,Agenzia delle Entrate - Ufficio di Torino 1,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
08_2406_rta_08_241015092005_4166---DG216-2024.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015092005_4166---DG216-2024,08_2406_rta_08_241015092005_4166---DG216-2024.txt,Emilia-Romagna,Piacenza,Piacenza,Agenzia per il lavoro di Piacenza,Altro,altro,altro,1,0,1,0,0,0,0,valido_localizzato
08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,nan,nan,Agenzia regionale per il lavoro,Altro,altro,altro,1,0,0,0,0,0,0,valido_localizzato
12_2406_rta_12_241002112428_4166---7prot(mancapagina)CAVSAPIENZA-UNIVERSITàPOPOLAREVITAATIVA.txt,all_risultati_enriched_2.4.json,2406_rta_12_241002112428_4166---7prot(mancapagina)CAVSAPIENZA-UNIVERSITàPOPOLAREVITAATIVA,12_2406_rta_12_241002112428_4166---7prot(mancapagina)CAVSAPIENZA-UNIVERSITàPOPOLAREVITAATIVA.txt,Lazio,nan,nan,Agsociazioni Sportive,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
13_2406_rta_13_241122105540_4166---protocollodirete_vastodonnattiva.txt,all_risultati_enriched_2.4.json,2406_rta_13_241122105540_4166---protocollodirete_vastodonnattiva,13_2406_rta_13_241122105540_4166---protocollodirete_vastodonnattiva.txt,Abruzzo,nan,nan,Akon Service,Altro,altro,altro,1,1,0,1,0,0,1,valido_localizzato
08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,Bologna,Bologna,Alleanza delle Cooperative Italiane - Bologna,Altro,altro,altro,1,1,1,0,0,0,0,valido_localizzato
16_ex_Convenzione Grumo Appula.txt,all_risultati_enriched_2.4.json,ex_Convenzione Grumo Appula,16_ex_Convenzione Grumo Appula.txt,Puglia,nan,nan,Allianz Assicurazioni,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.txt,all_risultati_enriched_2.4.json,2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot,03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.txt,Lombardia,nan,nan,Altre Associazioni,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015091621_4166---PROTOCOLLO_22,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Emilia-Romagna,nan,nan,Ambito territoriale per la provincia di Forli-Cesena,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,Bologna,Bologna,Arcidiocesi di Bologna,Altro,altro,altro,1,1,1,0,0,0,0,valido_localizzato
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.txt,all_risultati_enriched_2.4.json,2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023,03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.txt,Lombardia,nan,nan,Area Diritti e Inclusione,Altro,altro,altro,1,0,0,0,0,0,0,valido_localizzato
09_GROSSETO 2022 fpdf.txt,all_risultati_enriched_2.4.json,GROSSETO 2022 fpdf,09_GROSSETO 2022 fpdf.txt,Toscana,nan,nan,Articolazioni zonali delle conferenze dei sindaci del territorio provinciale,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.txt,all_risultati_enriched_2.4.json,2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020,03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.txt,Lombardia,nan,nan,Assemblea Plenaria di Rete,Altro,altro,altro,0,0,0,0,0,1,1,valido_localizzato
01_2406_rta_01_241003113501_4166---CCVD1deliberaprotocolloccvd-2024eall1prot.txt,all_risultati_enriched_2.4.json,2406_rta_01_241003113501_4166---CCVD1deliberaprotocolloccvd-2024eall1prot,01_2406_rta_01_241003113501_4166---CCVD1deliberaprotocolloccvd-2024eall1prot.txt,Piemonte,nan,nan,Assemblea del Coordinamento,Altro,altro,altro,1,0,0,0,0,1,1,valido_localizzato
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.txt,all_risultati_enriched_2.4.json,2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023,03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.txt,Lombardia,nan,nan,Assessorato al Welfare e Salute,Altro,altro,altro,1,0,0,0,0,0,0,valido_localizzato
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.txt,all_risultati_enriched_2.4.json,2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023,03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.txt,Lombardia,nan,nan,Assessorato alla Sicurezza,Altro,altro,altro,1,0,0,0,0,0,0,valido_localizzato
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,Emilia-Romagna,nan,nan,Assistenza Servizi alla Persona (ASSP) Unione Terre e Fiumi,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
12_2406_rta_12_241004095020_4166---8protCAVPAOLALATTES(ComitatodiQuartiereRebibbia(1).txt,all_risultati_enriched_2.4.json,2406_rta_12_241004095020_4166---8protCAVPAOLALATTES(ComitatodiQuartiereRebibbia(1),12_2406_rta_12_241004095020_4166---8protCAVPAOLALATTES(ComitatodiQuartiereRebibbia(1).txt,Lazio,nan,nan,Associazione ACRI-Gente di Aguzzano,Altro,altro,altro,0,0,0,0,0,0,0,valido_localizzato
18_2406_rta_18_240926102620_4166---protocollopercorsorosa.txt,all_risultati_enriched_2.4.json,2406_rta_18_240926102620_4166---protocollopercorsorosa,18_2406_rta_18_240926102620_4166---protocollopercorsorosa.txt,Calabria,nan,nan,Associazione AIAF Calabria,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
11_2406_rta_11_240911113757_4166---All.4ProtocolloReteAntiviolenzasottoscritto18.12.2023.txt,all_risultati_enriched_2.4.json,2406_rta_11_240911113757_4166---All.4ProtocolloReteAntiviolenzasottoscritto18.12.2023,11_2406_rta_11_240911113757_4166---All.4ProtocolloReteAntiviolenzasottoscritto18.12.2023.txt,Marche,Fermo,Fermo,Associazione Avvocati per la Famiglia Sezione Territoriale di Fermo,Altro,altro,altro,0,1,0,0,0,0,0,valido_localizzato
12_2406_rta_12_241004094402_4166---7ProtCAVPAOLALATTESAPSedIlComitatodiQuartiere“ComprensorioPratolungo(1).txt,all_risultati_enriched_2.4.json,2406_rta_12_241004094402_4166---7ProtCAVPAOLALATTESAPSedIlComitatodiQuartiere“ComprensorioPratolungo(1),12_2406_rta_12_241004094402_4166---7ProtCAVPAOLALATTESAPSedIlComitatodiQuartiere“ComprensorioPratolungo(1).txt,Lazio,Roma,Roma,"Associazione COMITATO DI QUARTIERE ""COMPRENSORIO PRATOLUNGO",Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
18_2406_rta_18_240926102620_4166---protocollopercorsorosa.txt,all_risultati_enriched_2.4.json,2406_rta_18_240926102620_4166---protocollopercorsorosa,18_2406_rta_18_240926102620_4166---protocollopercorsorosa.txt,Calabria,nan,nan,Associazione Calabriafutura,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,all_risultati_enriched_2.4.json,2406_rta_08_241015091621_4166---PROTOCOLLO_22,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Emilia-Romagna,nan,nan,Associazione Consultorio per la Famiglia Don Giorgini,Altro,altro,altro,1,0,0,0,0,0,0,valido_localizzato
18_2406_rta_18_240926102620_4166---protocollopercorsorosa.txt,all_risultati_enriched_2.4.json,2406_rta_18_240926102620_4166---protocollopercorsorosa,18_2406_rta_18_240926102620_4166---protocollopercorsorosa.txt,Calabria,Catanzaro,Catanzaro,Associazione Fidapa di Catanzaro,Altro,altro,altro,1,1,0,0,0,0,0,valido_localizzato
