id_rete,file,titolo_rete,regione,provincia,atto_formale,tipo_atto,ambito_territoriale,n_soggetti_proponenti,n_attori_coinvolti,n_totale_soggetti,macro_tipologia_dominante_attori,cluster_figura6,ambito_note
rete_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Toscana,Siena,1,Protocollo,Area metropolitana/provinciale,10,40,40,Servizi Comunali,Servizi Comunali - Area metropolitana/provinciale,"09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt | Comune di Poggibonsi | Comuni | Comune di Colle di Val d’Elsa | Comuni | Comune di San Gimignano | Comuni | Comune di Casole d’Elsa | Comuni | Comune di Radicondoli | Comuni | Capofila e coordinatore Tavolo Valdelsa | Centro Pari Opportunità Valdelsa | Organismi di parità | Gestione CAV e Casa Rifugio, fornisce dati e collabora alla rete | Associazione Donne Insieme Valdelsa | CAV/Centri Antiviolenza | Gestita dall’Associazione Donne Insieme Valdelsa | Casa Rifugio D.I.V.E. | Case Rifugio | Azienda USL Toscana Sud Est | ASL (consultori familiari e altri servizi territoriali) | Consultorio familiare | Consultorio Azienda USL Toscana Sud Est Zona Valdelsa | ASL (consultori familiari e altri servizi territoriali) | Servizio di Salute Mentale Azienda USL Toscana Sud Est Zona Alta Valdelsa | ASL (consultori familiari e altri servizi territoriali) | Supporto psicologico e presa in carico maltrattanti | U.O.C. di Psicologia Azienda USL Toscana Sud Est | ASL (consultori familiari e altri servizi territoriali) | U.O Pronto Soccorso Azienda USL 7 - Monoblocco Alta Val d’Elsa | Ospedale (Pronto soccorso, ecc.) | Referente Codice Rosa | Pronto Soccorso di Campostaggia Azienda USL Toscana Sud Est | Ospedale (Pronto soccorso, ecc.) | Centrale operativa emergenza e unità territoriali | SEUS - Servizio Emergenza Urgenza Sociale | Altro | Braccio operativo del SEUS | UTES - Unità Territoriali Emergenza Sociale | Altro | Intervento emergenza urgenza | 118 | Ospedale (Pronto soccorso, ecc.) | Gestione servizi sociali area | Fondazione Territori Sociali Altavaldelsa | Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute) | Società della Salute Alta Val d'Elsa | Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute) | Presa in carico integrata | Servizi sociali comunali | Servizi sociali comunali | Inclusi in firma singolarmente dai Comuni | Polizie Municipali dei Comuni della Valdelsa | Polizia Municipale | Firmatario/aderente | Polizia Municipale di Poggibonsi | Polizia Municipale | Firmatario/aderente | Polizia Municipale di Colle Val d’Elsa | Polizia Municipale | Firmatario/aderente | Polizia Municipale di San Gimignano | Polizia Municipale | Firmatario/aderente | Polizia Municipale di Casole d’Elsa | Polizia Municipale | Firmatario/aderente | Polizia Municipale di Radicondoli | Polizia Municipale | Firmatario del protocollo 2019 e aderente | Prefettura di Siena | Prefettura | Firmatario | Procura della Repubblica di Siena | Procura Ordinaria/Tribunale/Corte d'appello | Forze di Polizia Giudiziaria | Carabinieri/Polizia/altre forze dell'ordine | Comando Provinciale dei Carabinieri | Carabinieri/Polizia/altre forze dell'ordine | Guardia di Finanza | Carabinieri/Polizia/altre forze dell'ordine | Questura di Siena | Questura | Supporto tecnico-progettuale e formazione | Associazione Atelier Vantaggio Donna | ASSOCIAZIONI DI PROMOZIONE SOCIALE | Destinato a uomini autori di violenza | CAM Firenze | Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti | Servizio specialistico | SMA | Altro | Servizio per le dipendenze | SERD | Altro | Firmatario | Ordine degli Avvocati di Siena | Ordine avvocati | CPO dell’Ordine degli Avvocati di Siena | Organismi di parità | Firmatario | Ordine dei Dottori Commercialisti e degli Esperti Contabili di Siena | Altri ordini professionali | Firmatario | Comitato Pari Opportunità dell’Ordine dei Dottori Commercialisti e degli Esperti Contabili di Siena | Organismi di parità"
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,1,Protocollo,Ambito regionale/Prov. Autonome,0,26,49,CAV e Case Rifugio,CAV e Case Rifugio - Ambito regionale/Prov. Autonome,"09_APUANE_2015 Protocollo Prefettura.txt | Firmatario del protocollo, ruolo di raccordo della rete | Prefettura di Massa-Carrara | Prefettura | Firmatario del protocollo | Provincia di Massa Carrara | Province/Città metropolitane | Firmatario del protocollo | Comune di Massa | Comuni | Firmatario del protocollo | Comune di Carrara | Comuni | Firmatario del protocollo | Comune di Montignoso | Comuni | Firmatario del protocollo | Tribunale di Massa | Procura Ordinaria/Tribunale/Corte d'appello | Firmatario del protocollo | Procura della Repubblica di Massa | Procura Ordinaria/Tribunale/Corte d'appello | Firmatario del protocollo | Ufficio Scolastico Provinciale | Scuole/Ufficio scolastico provinciale e regionale | Firmatario del protocollo | Azienda Sanitaria Locale n. 1 di Massa Carrara | ASL (consultori familiari e altri servizi territoriali) | Firmatario del protocollo | Societa della Salute della Lunigiana | Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute) | Firmatario del protocollo | Questura di Massa Carrara | Questura | Firmatario del protocollo | Comando Provinciale dei Carabinieri di Massa Carrara | Carabinieri/Polizia/altre forze dell'ordine | Firmatario del protocollo | Comando Provinciale della Guardia di Finanza di Massa Carrara | Carabinieri/Polizia/altre forze dell'ordine | Firmatario del protocollo | Centro Antiviolenza Duna di Massa | CAV/Centri Antiviolenza | Firmatario del protocollo | Centro Antiviolenza Centro Donna di Massa | CAV/Centri Antiviolenza | Firmatario del protocollo | Centro Antiviolenza Donna chiama Donna di Carrara | CAV/Centri Antiviolenza | Firmatario del protocollo | Centro Antiviolenza Centro Donna della Lunigiana | CAV/Centri Antiviolenza | Firmatario del protocollo | Centro di Ascolto Sabine di Montignoso | CAV/Centri Antiviolenza | Firmatario del protocollo | Centro di Ascolto Centro Italiano Femminile di Carrara | Centri/Sportelli di ascolto | Associazione A.R.P.A. | Ente terzo settore - ETS (iscritto al RUNTS) | Associazione C.LF. | Ente terzo settore - ETS (iscritto al RUNTS) | Centro Donna Provinciale | CAV/Centri Antiviolenza | Centro Donna Chiama Donna | CAV/Centri Antiviolenza | Centro Donna Lunigiana | CAV/Centri Antiviolenza | Centro Sabine | CAV/Centri Antiviolenza | Servizi Sociali dei Comuni di Costa | Servizi sociali comunali | Servizi Sociali e Sanitari della Societa della Salute | Servizi sociali comunali | Citato in linee guida operative | Ospedale (Pronto Soccorso) | Ospedale (Pronto soccorso, ecc.) | Consultorio principale | ASL (consultori familiari e altri servizi territoriali) | Direttore Sanitario | ASL (consultori familiari e altri servizi territoriali) | Organizzazione delle Nazioni Unite | Altro | Unione Europea | ORGANIZZAZIONI DI VOLONTARIATO | Organizzazione Mondiale della Sanita | Altro | Consiglio d'Europa | Altro | Citato per indagini statistiche | Istat | Altro | Coordinamento italiano dei servizi contro il maltrattamento e l'abuso all'infanzia | C.I.S.M.A.I. | Altro | Regione Toscana | Regioni/Province Autonome | Giunta della Regione Toscana | Regioni/Province Autonome | Procura della Repubblica di Firenze | Procura Ordinaria/Tribunale/Corte d'appello | Presidenza del Consiglio dei Ministri | Altro | Conferenza unificata Stato-Regioni | Altro | Terzo Settore | Altro | Procura della Repubblica presso il Tribunale ordinario | Procura Ordinaria/Tribunale/Corte d'appello | Tribunale per i Minorenni | Procura Minorile/Tribunale minorile | Procura della Repubblica minorile | Procura Minorile/Tribunale minorile | Procura del Tribunale dei Minori di Genova | Procura Minorile/Tribunale minorile | Detto anche Centro Donna Lunigiana | Centro Antiviolenza Centro Donna Lunigiana | CAV/Centri Antiviolenza | CIF = Centro Italiano Femminile | Centro di Ascolto C.I.F. di Carrara | Centri/Sportelli di ascolto | Centro Antiviolenza Centro Donna Carrara | CAV/Centri Antiviolenza"
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,1,Atto formale,Ambito regionale/Prov. Autonome,0,15,23,Servizi Comunali,Servizi Comunali - Ambito regionale/Prov. Autonome,"09_AREZZO Prot_2024-2026.txt | Firmatario protocollo; co-coordinamento Tavolo Provinciale | Prefettura di Arezzo | Prefettura | Firmatario protocollo; Coordinatore della Rete Antiviolenza | Provincia di Arezzo | Province/Città metropolitane | Firmatario protocollo | Tribunale di Arezzo | Procura Ordinaria/Tribunale/Corte d'appello | Firmatario protocollo | Procura della Repubblica presso il Tribunale di Arezzo | Procura Ordinaria/Tribunale/Corte d'appello | Firmatario protocollo | Azienda USL Toscana Sud Est | ASL (consultori familiari e altri servizi territoriali) | Firmatario protocollo | Ufficio Scolastico Regionale per la Toscana Ambito Territoriale della Provincia di Arezzo Ufficio VI | Scuole/Ufficio scolastico provinciale e regionale | Firmatario protocollo - organismo rappresentativo comuni zona | Conferenza dei Sindaci della Zona Aretina | Comuni | Firmatario protocollo - organismo rappresentativo comuni zona | Conferenza Zonale dei Sindaci del Casentino/Unione dei Comuni Montani del Casentino | Comuni | Firmatario protocollo - organismo rappresentativo comuni zona | Conferenza Zonale dei Sindaci del Valdarno | Comuni | Firmatario protocollo - organismo rappresentativo comuni zona | Conferenza Zonale dei Sindaci della Valdichiana Aretina | Comuni | Firmatario protocollo - organismo rappresentativo comuni zona | Conferenza Zonale dei Sindaci della Valtiberina Toscana/Unione Montana dei Comuni della Valtiberina Toscana | Comuni | Firmatario protocollo | Consigliera Provinciale di Parità | Organismi di parità | Firmatario protocollo | Associazione “Pronto Donna” Centro Antiviolenza | CAV/Centri Antiviolenza | Citato tra soggetti storici dei precedenti protocolli | Comune di Arezzo | Comuni | Citato come soggetto storico dei protocolli precedenti | Azienda Usl n. 8 | ASL (consultori familiari e altri servizi territoriali) | Citato come soggetto storico dei protocolli precedenti | Ufficio Scolastico Territoriale di Arezzo | Scuole/Ufficio scolastico provinciale e regionale | Citato come soggetto storico dei protocolli precedenti e indicato per azioni di formazione | Ufficio Scolastico Provinciale di Arezzo | Scuole/Ufficio scolastico provinciale e regionale | Citato come soggetto storico dei protocolli precedenti | Ufficio delle Consigliere di Parità per la Provincia di Arezzo | Organismi di parità | Citato come rappresentanza Comuni, firmatario storico protocolli | Zone Socio-Sanitarie | Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute) | Forze dell’ordine indicate tra i soggetti rappresentati dalla Prefettura | FF.OO. | Carabinieri/Polizia/altre forze dell'ordine | Presa d’atto finale protocollo | Questura di Arezzo | Questura | Presa d’atto finale protocollo | Comando Provinciale dei Carabinieri di Arezzo | Carabinieri/Polizia/altre forze dell'ordine | Presa d’atto finale protocollo | Comando Provinciale della Guardia di Finanza di Arezzo | Carabinieri/Polizia/altre forze dell'ordine"
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,1,Atto formale,Ambito regionale/Prov. Autonome,0,21,40,Servizi Comunali,Servizi Comunali - Ambito regionale/Prov. Autonome,"09_FIRENZE Linee-di-indirizzo2024.txt | Partner del Programma La Rete di Nicoletta | Societa della Salute Firenze | Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute) | Partner del Programma La Rete di Nicoletta | Comune di Firenze | Comuni | Partner del Programma La Rete di Nicoletta | Societa della Salute Mugello | Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute) | Partner del Programma La Rete di Nicoletta | Societa della Salute Fiorentina Nord Ovest | Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute) | Partner del Programma La Rete di Nicoletta | Societa della Salute Fiorentina Sud Est | Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute) | Partner del Programma La Rete di Nicoletta | Citta Metropolitana di Firenze | Province/Città metropolitane | Partner del Programma La Rete di Nicoletta | Centro Antiviolenza Associazione Artemisia APS | CAV/Centri Antiviolenza | CAV accreditato e inserito nel registro regionale dei Centri Antiviolenza per l’Area Metropolitana fiorentina, gestisce 11 sportelli territoriali | Centro antiviolenza Artemisia | CAV/Centri Antiviolenza | Rete socio-sanitaria per vittime di violenza di genere; partner esterno coinvolto nelle linee di indirizzo | Codice Rosa | Altro | Attori coinvolti nelle linee di indirizzo | Comune di Firenze: Servizi sociali | Servizi sociali comunali | Presente solo nel Comune di Firenze, consulenza specialistica e gestione diretta delle situazioni di violenza | Comune di Firenze: Area Tutela Valery | Servizi sociali comunali | Sede di uno degli sportelli territoriali Artemisia | Quartiere 5 del Comune di Firenze | Comuni | Sede di uno degli sportelli territoriali Artemisia | Barberino del Mugello | Comuni | Sede di uno degli sportelli territoriali Artemisia | Borgo San Lorenzo | Comuni | Sede di uno degli sportelli territoriali Artemisia | Campi Bisenzio | Comuni | Sede di uno degli sportelli territoriali Artemisia | Sesto Fiorentino | Comuni | Sede di uno degli sportelli territoriali Artemisia | Lastra a Signa | Comuni | Sede di uno degli sportelli territoriali Artemisia | Scandicci | Comuni | Sede di uno degli sportelli territoriali Artemisia | Tavarnelle Val di Pesa | Comuni | Sede di uno degli sportelli territoriali Artemisia | San Casciano Val di Pesa | Comuni | Sede di uno degli sportelli territoriali Artemisia | Figline e Incisa Valdarno | Comuni | Sede di uno degli sportelli territoriali Artemisia | Pontassieve | Comuni | Attori territoriali di varie aree (Fiorentina Nord Ovest, Fiorentina Sud Est, Mugello, Comune di Firenze) | Servizi sociali | Servizi sociali comunali | Attori coinvolti nelle linee di indirizzo | Fiorentina Nord Ovest: Servizi sociali | Servizi sociali comunali | Attori coinvolti nelle linee di indirizzo | Fiorentina Sud Est: Servizi sociali | Servizi sociali comunali | Attori coinvolti nelle linee di indirizzo | Mugello: Servizi sociali | Servizi sociali comunali | Attori coinvolti nelle linee di indirizzo | Fiorentina Nord Ovest: Codice Rosa | Altro | Attori coinvolti nelle linee di indirizzo | Fiorentina Sud Est: Codice Rosa | Altro | Attori coinvolti nelle linee di indirizzo | Mugello: Codice Rosa | Altro | Opera nelle fasi di post emergenza per la trasmissione dossier | SEUS - Servizio emergenza urgenza sociale | Altro | Figura operativa | Referente Emergenza Sociale (RES) di zona | Altro | Indicato per percorsi con uomini autori di violenza | CAM Centro Uomini Maltrattanti | Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti | Destinatario di segnalazioni e interlocutore nei percorsi | Autorita giudiziaria | Procura Ordinaria/Tribunale/Corte d'appello | Destinatario di segnalazioni e interlocutore nei percorsi | Procura minorile | Procura Minorile/Tribunale minorile | Destinatario di segnalazioni e interlocutore nei percorsi | Tribunale Ordinario | Procura Ordinaria/Tribunale/Corte d'appello | Puo fissare udienza e acquisire relazioni dei servizi | Presidente del Tribunale | Procura Ordinaria/Tribunale/Corte d'appello | Fondi per il programma, revisione del documento | Regione Toscana | Regioni/Province Autonome | Riferimento per le linee guida su interventi | European Society Stress Traumatic Studies | Altro | Riferimento per le linee guida su interventi | OMS | Altro | Associazione per la tutela minori, linee guida sugli incontri protetti | CISMAI | Altro"
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,1,Atto formale,Ambito regionale/Prov. Autonome,0,36,50,Servizi Comunali,Servizi Comunali - Ambito regionale/Prov. Autonome,09_GROSSETO 2022 fpdf.txt | Coordinatore della Rete antiviolenza | Provincia di Grosseto | Province/Città metropolitane | Azienda USL Toscana Sud est | ASL (consultori familiari e altri servizi territoriali) | Centro antiviolenza “Olympia de Gouges” di Grosseto e Orbetello | CAV/Centri Antiviolenza | Centro antiviolenza “Tutto é vita - Elisabetta Fiorilli” Grosseto | CAV/Centri Antiviolenza | Comune di Campagnatico | Comuni | Comune di Capalbio | Comuni | Comune di Castiglione della Pescaia | Comuni | Comune di Cinigiano | Comuni | Comune di Civitella Paganico | Comuni | Comune di Follonica | Comuni | Comune di Gavorrano | Comuni | Comune di Grosseto | Comuni | Comune di Isola del Giglio | Comuni | Comune di Magliano in Toscana | Comuni | Comune di Manciano | Comuni | Comune di Massa Marittima | Comuni | Comune di Monte Argentario | Comuni | Comune di Monterotondo Marittimo | Comuni | Comune di Montieri | Comuni | Comune di Orbetello | Comuni | Comune di Pitigliano | Comuni | Comune di Scansano | Comuni | Comune di Scarlino | Comuni | Unione dei comuni Montani Amiata Grossetana | Unione dei Comuni | Comune di Sorano | Comuni | Articolazione di Olympia de Gouges | Centro Antiviolenza di Grosseto | CAV/Centri Antiviolenza | Articolazione di Olympia de Gouges | Centro Antiviolenza di Orbetello | CAV/Centri Antiviolenza | Articolazione di Tutto é vita - Elisabetta Fiorilli | Centro antiviolenza di Mantepescali | CAV/Centri Antiviolenza | Articolazione di Tutto é vita - Elisabetta Fiorilli | Punto di ascolto territoriale di Grosseto | Centri/Sportelli di ascolto | Articolazione di Olympia de Gouges | Punto di Ascolto territoriale di Follonica | Centri/Sportelli di ascolto | Articolazione di Olympia de Gouges | Punto di Ascolto territoriale di Arcidosso | Centri/Sportelli di ascolto | Articolazione di Olympia de Gouges | Punto di Ascolto territoriale di Manciano | Centri/Sportelli di ascolto | Articolazione di Olympia de Gouges | Punto di Ascolto territoriale di Capalbio | Centri/Sportelli di ascolto | Ufficio Scolastico Provinciale di Grosseto | Scuole/Ufficio scolastico provinciale e regionale | Regione Toscana | Regioni/Province Autonome | citato tra i soggetti dei precedenti protocolli | Articolazioni zonali delle conferenze dei sindaci del territorio provinciale | Altro | citato tra i soggetti dei precedenti protocolli | Azienda USL n.9 di Grosseto | ASL (consultori familiari e altri servizi territoriali) | gestore del centro antiviolenza 'Olympia de Gouges' | Associazione Olympia de Gouges | ASSOCIAZIONI DI PROMOZIONE SOCIALE | citato tra i soggetti dei precedenti protocolli | Ascom | Sindacati/Associazioni di categoria | citato tra i soggetti dei precedenti protocolli | CIA | Sindacati/Associazioni di categoria | citato tra i soggetti dei precedenti protocolli | Confesercenti | Sindacati/Associazioni di categoria | citato tra i soggetti dei precedenti protocolli | Federalberghi | Sindacati/Associazioni di categoria | citato tra i soggetti dei precedenti protocolli | Polizia provinciale | Polizia Municipale | citato tra i soggetti dei precedenti protocolli | Associazione P.A. Humanitas | Ente terzo settore - ETS (iscritto al RUNTS) | Corte d'Appello di Firenze | Procura Ordinaria/Tribunale/Corte d'appello | Procura Generale della Repubblica presso la Corte d'Appello di Firenze | Procura Ordinaria/Tribunale/Corte d'appello | Procure della Repubblica presso il Tribunale del Distretto | Procura Ordinaria/Tribunale/Corte d'appello | Procura della Repubblica per i Minorenni di Firenze | Procura Minorile/Tribunale minorile | Procura Generale presso la Corte d'Appello di Genova | Procura Ordinaria/Tribunale/Corte d'appello | Procura della Repubblica presso il Tribunale di Massa | Procura Ordinaria/Tribunale/Corte d'appello
rete_0006,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Toscana,Livorno,1,Protocollo,Ambito regionale/Prov. Autonome,0,17,20,Altro,Altro - Ambito regionale/Prov. Autonome,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt | Coordinatore logistico e operativo del protocollo | Comune di Livorno | Comuni | Provincia di Livorno | Province/Città metropolitane | Prefettura di Livorno - Ufficio Territoriale del Governo | Prefettura | Questura di Livorno | Questura | Tribunale di Livorno | Procura Ordinaria/Tribunale/Corte d'appello | Azienda USL Toscana Nord Ovest (AUSL TNO) | ASL (consultori familiari e altri servizi territoriali) | Università degli Studi di Firenze | Università | Filiale di Livorno della Banca d'Italia | Altro | Consigliera di Parità della Provincia di Livorno | Organismi di parità | Include il Centro per l’Impiego di Livorno | ARTI Servizi per il Lavoro di GR-LI | Servizi per l'impiego | Comando Provinciale Carabinieri di Livorno | Carabinieri/Polizia/altre forze dell'ordine | Comando Polizia Municipale | Polizia Municipale | Centro antiviolenza e casa rifugio | Ippogrifo APS | ASSOCIAZIONI DI PROMOZIONE SOCIALE | Centro antiviolenza e casa rifugio | Associazione Randi APS | ASSOCIAZIONI DI PROMOZIONE SOCIALE | Associazione LUI APS | ASSOCIAZIONI DI PROMOZIONE SOCIALE | Associazione Psicosfera | ASSOCIAZIONI DI PROMOZIONE SOCIALE | Citato come servizio incluso in ARTI Servizi per il Lavoro | Centro per l'Impiego di Livorno | Servizi per l'impiego | Servizio Sanitario della Toscana | ASL (consultori familiari e altri servizi territoriali) | Regione Toscana | Regioni/Province Autonome | Supporto monitoraggio dati | Osservatorio Sociale Regionale | Altro
rete_0007,09_LUCCA PROV.txt,09_LUCCA PROV.txt,Toscana,Lucca,1,Atto formale,Ambito regionale/Prov. Autonome,1,15,15,Settore Sanitario,Settore Sanitario - Ambito regionale/Prov. Autonome,"09_LUCCA PROV.txt | Ente promotore, coordinamento politico del tavolo | Provincia di Lucca | Province/Città metropolitane | Prefettura di Lucca | Prefettura | Procura della Repubblica | Procura Ordinaria/Tribunale/Corte d'appello | Questura di Lucca | Questura | Arma dei Carabinieri-Comando provinciale di Lucca | Carabinieri/Polizia/altre forze dell'ordine | Conferenza dei Sindaci ASL 2 zona Piana di Lucca | Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute) | Conferenza dei Sindaci ASL 2 zona Valle del Serchio | Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute) | Conferenza del Sindaci ASL 12 zona Versilia | Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute) | Tutti i Comuni della provincia coinvolti | Comuni | Comuni | ASL 2 Lucca | ASL (consultori familiari e altri servizi territoriali) | ASL 12 Versilia | ASL (consultori familiari e altri servizi territoriali) | Consigliera di Parita di Lucca | Organismi di parità | Associazioni presenti sul territorio provinciale | Associazioni del Terzo Settore | Ente terzo settore - ETS (iscritto al RUNTS) | Centri Antiviolenza | CAV/Centri Antiviolenza | Ufficio Scolastico Provinciale di Lucca | Scuole/Ufficio scolastico provinciale e regionale"
rete_0008,09_PISA PREF E PROV.txt,09_PISA PREF E PROV.txt,Toscana,Pisa,1,Atto formale,Ambito regionale/Prov. Autonome,5,63,64,Servizi Comunali,Servizi Comunali - Ambito regionale/Prov. Autonome,"09_PISA PREF E PROV.txt | Prefettura di Pisa | Prefettura | Provincia di Pisa | Province/Città metropolitane | Comune di Pisa | Comuni | Comune di Bientina | Comuni | Comune di Buti | Comuni | Comune di Calci | Comuni | Comune di Calcinaia | Comuni | Comune di Capannoli | Comuni | Comune di Casale Marittimo | Comuni | Comune di Casciana Terme-Lari | Comuni | Comune di Cascina | Comuni | Comune di Castellina Marittima | Comuni | Comune di Castelfranco di Sotto | Comuni | Comune di Castelnuovo Val di Cecina | Comuni | Comune di Chianni | Comuni | Comune di Crespina-Lorenzana | Comuni | Comune di Fauglia | Comuni | Comune di Guardistallo | Comuni | Comune di Lajatico | Comuni | Comune di Montecatini Val Di Cecina | Comuni | Comune di Montescudaio | Comuni | Comune di Monteverdi Marittimo | Comuni | Comune di Montopoli Valdarno | Comuni | Comune di Orciano Pisano | Comuni | Comune di Palaia | Comuni | Comune di Peccioli | Comuni | Comune di Pomarance | Comuni | Comune di Ponsacco | Comuni | Comune di Pontedera | Comuni | Comune di Riparbella | Comuni | Comune di Santa Croce sull'Arno | Comuni | Comune di Santa Luce | Comuni | Comune di Santa Maria a Monte | Comuni | Comune di San Giuliano Terme | Comuni | Comune di San Miniato | Comuni | Comune di Terricciola | Comuni | Comune di Vecchiano | Comuni | Comune di Vicopisano | Comuni | Comune di Volterra | Comuni | Tribunale di Pisa | Procura Ordinaria/Tribunale/Corte d'appello | Procura della Repubblica | Procura Ordinaria/Tribunale/Corte d'appello | Forze dell'Ordine | Carabinieri/Polizia/altre forze dell'ordine | Università degli Studi di Pisa | Università | Ufficio Scolastico Regionale della Toscana Ambito Territoriale della provincia di Pisa | Scuole/Ufficio scolastico provinciale e regionale | Azienda Ospedaliera Universitaria Pisana | Ospedale (Pronto soccorso, ecc.) | Azienda Sanitaria USL Toscana Nord-Ovest | ASL (consultori familiari e altri servizi territoriali) | Azienda Sanitaria USL Toscana Centro | ASL (consultori familiari e altri servizi territoriali) | Società della Salute Zona Pisana | Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute) | Società della Salute Zona Alta Valdicecina-Valdera | Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute) | Società della Salute Zona Empolese Valdarno Valdelsa | Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute) | Consigliera di Parita della Provincia di Pisa | Organismi di parità | operano nel territorio provinciale per la prevenzione e il contrasto della violenza maschile contro le donne, della violenza intrafamiliare e della violenza assistita | Centri Antiviolenza riconosciuti dalla Regione Toscana | CAV/Centri Antiviolenza | gestisce Centri Antiviolenza e Case rifugio | Associazione Casa della donna | CAV/Centri Antiviolenza | gestisce Centri Antiviolenza e Case rifugio | Associazione Frida | CAV/Centri Antiviolenza | sportello di ascolto per le vittime di violenza | Associazione Eunice | ASSOCIAZIONI DI PROMOZIONE SOCIALE | Associazione Le Amiche di Mafalda | ASSOCIAZIONI DI PROMOZIONE SOCIALE | numero di reperibilità per emergenze per donne vittime di violenza; accoglienza in caso di fuga | Associazione Donne In Movimento | ASSOCIAZIONI DI PROMOZIONE SOCIALE | Associazione Italiana Educazione Demografica; azioni di sensibilizzazione e prevenzione nelle scuole | AIED | Altro | gestisce linea di ascolto e percorsi per uomini | Nuovo Maschile. Uomini liberi dalla violenza | Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti | strutture di accoglienza per donne in situazione di disagio socio economico | Arnera Societa Cooperativa Sociale | IMPRESE SOCIALI | riconosce Centri Antiviolenza e funzioni di coordinamento della Rete Antiviolenza | Regione Toscana | Regioni/Province Autonome | Procura della Repubblica presso il Tribunale | Procura Ordinaria/Tribunale/Corte d'appello | Procura della Repubblica presso il Tribunale per i Minorenni | Procura Minorile/Tribunale minorile | Magistratura di Sorveglianza | Altro"
