file,ambito_territoriale,livello_prevalente,comune_prevalente,provincia_prevalente,regione_prevalente,lat,lon,n_soggetti,n_firmatari,n_proponenti,n_attori,n_governance,n_governance_generica,n_enti_capofila,ente_capofila_principale,bucket_ambito
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).txt,provinciale,comune,Bergamo,Bergamo,Lombardia,45.621200290000004,9.867728045,37,37,3,36,0,0,1,Comune di Seriate,provinciale
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.txt,regionale,comune,Varese,Varese,Lombardia,45.687640316666666,9.213299372222222,44,26,0,37,4,2,1,Comune di Varese,regionale
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.txt",regionale,comune,Busto Arsizio,Varese,Lombardia,45.66956594411765,8.858051617647059,44,9,1,39,3,0,6,Comune di Busto Arsizio,regionale
03_2406_rta_03_240923165401_4166---PROTOCOLLODIrete2020-2023_rev2confirmescan.txt,provinciale,comune,Desenzano Del Garda,Brescia,Lombardia,45.54098334545454,10.3124786,24,0,0,24,0,0,1,Comune di Desenzano del Garda,provinciale
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.txt,provinciale,comune,Ghedi,Brescia,Lombardia,45.604239196774195,10.118764677419355,46,27,19,46,5,1,1,COMUNITA’ MONTANA DI VALLE TROMPIA,provinciale
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.txt,regionale,comune,Bergamo,Bergamo,Lombardia,45.67209527435897,9.584898392307693,43,43,0,43,3,0,1,Comune di Terno d’Isola,regionale
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).txt,provinciale,comune,Como,Como,Lombardia,45.759278344827585,9.280605755172415,37,35,17,36,0,0,1,Comune di Como,provinciale
03_2406_rta_03_240925150245_4166---ProtocolloReteARIAPalazzolo.txt,regionale,comune,Palazzolo Sull'Oglio,Brescia,Lombardia,45.54657350517241,9.995748289655172,63,62,4,62,1,0,2,Comune di Palazzolo sull'Oglio,regionale
03_2406_rta_03_240926114940_4166---ProtocollodiintesaeAllegatoTecnico_SOTTOSCRITTO.txt,provinciale,comune,Bergamo,Bergamo,Lombardia,45.6238496826087,9.651986413043478,27,23,13,27,1,0,1,Comune di Treviglio,provinciale
03_2406_rta_03_240926122051_4166---Protocollomonz.txt,regionale,comune,Monza,Monza E Della Brianza,Lombardia,45.568353552380955,9.41451750952381,45,32,28,32,0,0,1,Ambito territoriale di Monza,regionale
03_2406_rta_03_240926122707_4166---ProtocolloReteAntiviolenzaconfirme.txt,regionale,comune,Milano,Milano,Lombardia,45.39482347916667,9.275563675,42,32,1,32,0,0,3,Comune di Rozzano,regionale
03_2406_rta_03_240926123135_4166---ProtocollodiRete.txt,regionale,comune,Brescia,Brescia,Lombardia,45.6004632375,10.239213525,16,7,0,10,2,0,0,,regionale
