file,files,regione,firmatario,tipo_30,tipo_10
09_PISA PREF E PROV.txt,09_PISA PREF E PROV.txt,Toscana,Associazione Donne In Movimento,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
09_PISA PREF E PROV.txt,09_PISA PREF E PROV.txt,Toscana,Associazione Eunice,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Emilia-Romagna,Associazione Gruppo Donne e Giustizia,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
09_PISA PREF E PROV.txt,09_PISA PREF E PROV.txt,Toscana,Associazione Le Amiche di Mafalda,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,Associazione MondoDonna Onlus,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,Associazione SOS Donna,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
09_LUCCA PROV.txt,09_LUCCA PROV.txt,Toscana,Associazioni del Terzo Settore,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Liguria,Fondazione Auxilium,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Emilia-Romagna,Forum Donne Giuriste di Reggio Emilia,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Liguria,Il Biscione Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Liguria,Il Cesto Onlus Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Liguria,Lanza del Vasto Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Piemonte,Liberitutti Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,Emilia-Romagna,UDI Unione Donne in Italia - Sede di Ferrara,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,Emilia-Romagna,Unione Donne in Italia - APS Ferrara,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,Emilia-Romagna,Avvocati,Ordine avvocati,associazionismo
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,Emilia-Romagna,Ordine degli Avvocati di Ferrara,Ordine avvocati,associazionismo
08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Emilia-Romagna,Ordine degli Avvocati di Reggio Emilia,Ordine avvocati,associazionismo
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,Emilia-Romagna,Ordine dei Farmacisti di Ferrara,Ordine medici e odontoiatri e Ordine farmacisti,associazionismo
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,Emilia-Romagna,Ordine dei Medici Chirurghi e degli Odontoiatri di Ferrara,Ordine medici e odontoiatri e Ordine farmacisti,associazionismo
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,APPC,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,Emilia-Romagna,Ascom Confcommercio Ferrara,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,CGIL,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,CGIL - Bologna,Sindacati/Associazioni di categoria,associazionismo
09_PISTOIA PROV .txt,09_PISTOIA PROV .txt,Toscana,CGIL Provinciale,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,CISL,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,CISL Area metropolitana Bolognese,Sindacati/Associazioni di categoria,associazionismo
09_PISTOIA PROV .txt,09_PISTOIA PROV .txt,Toscana,CISL Provinciale,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,CNA Bologna,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,CONIA,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,Confartigianato Imprese di Bologna e Imola,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,Confcommercio ASCOM Bologna,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,Confcommercio Ascom Bologna,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,Confesercenti Bologna,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,"Confindustria Emilia Area Centro: le imprese di Bologna, Ferrara e Modena",Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,Emilia-Romagna,Federfarma Ferrara,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,SICET,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,SUNIA,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,Emilia-Romagna,Sindacato Confederale CGIL Ferrara,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,Emilia-Romagna,Sindacato Confederale CISL Ferrara,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,Emilia-Romagna,Sindacato Confederale UIL Ferrara,Sindacati/Associazioni di categoria,associazionismo
09_PISTOIA PROV .txt,09_PISTOIA PROV .txt,Toscana,UGL Provinciale,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,UIL,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,UIL - Bologna,Sindacati/Associazioni di categoria,associazionismo
09_PISTOIA PROV .txt,09_PISTOIA PROV .txt,Toscana,UIL Provinciale,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,UNIAT,Sindacati/Associazioni di categoria,associazionismo
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,UNIONE INQUILINI,Sindacati/Associazioni di categoria,associazionismo
09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,"Associazione ""Pronto Donna"" Centro Antiviolenza",CAV,CAV
08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Emilia-Romagna,Casa delle donne contro la violenza Centro antiviolenza onlus,CAV,CAV
09_LUCCA PROV.txt | 09_PISA PREF E PROV.txt | 09_PISTOIA PROV .txt | 09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,09_LUCCA PROV.txt | 09_PISA PREF E PROV.txt | 09_PISTOIA PROV .txt | 09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,Toscana,Centri Antiviolenza,CAV,CAV
09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Centro Antiviolenza Associazione Artemisia APS,CAV,CAV
09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Centro Antiviolenza Centro Donna Carrara,CAV,CAV
09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Centro Antiviolenza Centro Donna Lunigiana,CAV,CAV
09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Centro Antiviolenza Centro Donna della Lunigiana,CAV,CAV
09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Centro Antiviolenza Centro Donna di Massa,CAV,CAV
09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Centro Antiviolenza Donna chiama Donna di Carrara,CAV,CAV
09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Centro Antiviolenza Duna di Massa,CAV,CAV
09_PRATO PREF.txt,09_PRATO PREF.txt,Toscana,Centro Antiviolenza La Nara,CAV,CAV
08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,Emilia-Romagna,"Centro Antiviolenza Piacenza ""Ass. La Città delle Donne o.d.v",CAV,CAV
08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,Emilia-Romagna,Centro Antiviolenza Telefono Rosa Piacenza - Associazione La Città delle Donne - ODV Piacenza,CAV,CAV
08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Emilia-Romagna,"Centro Antiviolenza del Comune di Rimini ""Rompi il silenzio",CAV,CAV
08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Emilia-Romagna,"Centro Antiviolenza distrettuale di Riccione ""CHIAMA ChiAMA",CAV,CAV
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Liguria,Il Cerchio delle Relazioni Società Cooperativa Sociale - Centro Antiviolenza Mascherona,CAV,CAV
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,Liguria,Telefono Donna Centro AntiViolenza CIF APS,CAV,CAV
08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Emilia-Romagna,Vivere Donna onlus - Centro antiviolenza,CAV,CAV
08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,Emilia-Romagna,ASP Città di Piacenza,CAV,CAV
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,Emilia-Romagna,"Associazione ""Centro Donna Giustizia"" di Ferrara",CAV,CAV
09_PISA PREF E PROV.txt,09_PISA PREF E PROV.txt,Toscana,Associazione Casa della donna,CAV,CAV
09_PISA PREF E PROV.txt,09_PISA PREF E PROV.txt,Toscana,Associazione Frida,CAV,CAV
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,Associazione MondoDonna,CAV,CAV
08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Emilia-Romagna,Associazione Nondasola di Reggio Emilia,CAV,CAV
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,Associazione SOS Donna,CAV,CAV
08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Emilia-Romagna,Associazione SOS Donna - Faenza,CAV,CAV
08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,Emilia-Romagna,Associazione di volontariato DEMETRA DONNE IN AIUTO ODV,CAV,CAV
08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,Emilia-Romagna,Associazione di volontariato LINEA ROSA ODV,CAV,CAV
08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,Emilia-Romagna,Associazione di volontariato SOS DONNA ODV,CAV,CAV
08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,CASA delle donne per non subire violenza,CAV,CAV
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,Emilia-Romagna,Centro Donna Giustizia APS di Ferrara,CAV,CAV
08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Emilia-Romagna,Centro Donna del Comune di Cesena,CAV,CAV
08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Emilia-Romagna,Centro Donna del Comune di Cesenatico,CAV,CAV
08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Emilia-Romagna,Centro Donna del Comune di Forli,CAV,CAV
09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Centro di Ascolto Sabine di Montignoso,CAV,CAV
07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Liguria,Centro per non subire violenza (da U.D.1,CAV,CAV
08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Emilia-Romagna,Forum delle Donne di Cesena,CAV,CAV
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,Per Le Donne - Imola,CAV,CAV
08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,PerLeDonne - Imola,CAV,CAV
08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,Trama di Terre,CAV,CAV
08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,UDI,CAV,CAV
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,Liguria,Opera Diocesana Madonna dei Bambini Villaggio del Ragazzo,Case Rifugio,CAV
08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Emilia-Romagna,Regione Emilia - Romagna,Regioni/province Autonome,Regioni/province Autonome
08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt | 08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt | 08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt | 08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt | 08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt | 08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt | 08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Emilia-Romagna,Regione Emilia-Romagna,Regioni/province Autonome,Regioni/province Autonome
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt | 07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt | 07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Liguria,Regione Liguria,Regioni/province Autonome,Regioni/province Autonome
09_APUANE_2015 Protocollo Prefettura.txt | 09_FIRENZE Linee-di-indirizzo2024.txt | 09_GROSSETO 2022 fpdf.txt | 09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt | 09_PISA PREF E PROV.txt | 09_PRATO PREF.txt,09_APUANE_2015 Protocollo Prefettura.txt | 09_FIRENZE Linee-di-indirizzo2024.txt | 09_GROSSETO 2022 fpdf.txt | 09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt | 09_PISA PREF E PROV.txt | 09_PRATO PREF.txt,Toscana,Regione Toscana,Regioni/province Autonome,Regioni/province Autonome
09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,Toscana,Regione Toscana,Regioni/province Autonome,Regioni/province Autonome
08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Emilia-Romagna,Città di Castelfranco Emilia,Comuni,Servizi comunali
09_PISTOIA PROV .txt,09_PISTOIA PROV .txt,Toscana,Comune di Abetone,Comuni,Servizi comunali
09_PISTOIA PROV .txt,09_PISTOIA PROV .txt,Toscana,Comune di Agliana,Comuni,Servizi comunali
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,Comune di Alto Reno Terme,Comuni,Servizi comunali
08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Emilia-Romagna,Comune di Anzola dell'Emilia,Comuni,Servizi comunali
09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Comune di Arezzo,Comuni,Servizi comunali
