file,attore_1,attore_2
09_PISA PREF E PROV.txt,Azienda Ospedaliera Universitaria Pisana,Ufficio Scolastico Regionale della Toscana Ambito Territoriale della provincia di Pisa
09_PISA PREF E PROV.txt,Azienda Ospedaliera Universitaria Pisana,Università degli Studi di Pisa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Azienda Sanitaria USL Toscana Nord-Ovest
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Bientina
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Buti
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Calci
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Calcinaia
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Capannoli
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Casale Marittimo
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Casciana Terme-Lari
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Cascina
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Castelfranco di Sotto
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Castellina Marittima
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Castelnuovo Val di Cecina
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Chianni
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Crespina-Lorenzana
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Fauglia
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Guardistallo
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Lajatico
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Montecatini Val Di Cecina
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Montescudaio
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Monteverdi Marittimo
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Montopoli Valdarno
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Orciano Pisano
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Palaia
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Peccioli
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Pisa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Pomarance
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Ponsacco
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Pontedera
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Riparbella
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di San Giuliano Terme
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di San Miniato
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Santa Croce sull'Arno
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Santa Luce
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Santa Maria a Monte
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Terricciola
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Vecchiano
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Vicopisano
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Comune di Volterra
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Consigliera di Parità della Provincia di Pisa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Magistratura di Sorveglianza
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Nuovo Maschile. Uomini liberi dalla violenza
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Prefettura di Pisa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Procura della Repubblica presso il Tribunale
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Procura della Repubblica presso il Tribunale per i Minorenni
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Provincia di Pisa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Società della Salute Zona Alta Valdicecina-Valdera
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Società della Salute Zona Empolese Valdarno Valdelsa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Società della Salute Zona Pisana
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Tribunale di Pisa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Ufficio Scolastico Regionale della Toscana Ambito Territoriale della provincia di Pisa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Università degli Studi di Pisa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Bientina
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Buti
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Calci
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Calcinaia
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Capannoli
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Casale Marittimo
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Casciana Terme-Lari
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Cascina
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Castelfranco di Sotto
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Castellina Marittima
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Castelnuovo Val di Cecina
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Chianni
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Crespina-Lorenzana
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Fauglia
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Guardistallo
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Lajatico
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Montecatini Val Di Cecina
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Montescudaio
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Monteverdi Marittimo
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Montopoli Valdarno
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Orciano Pisano
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Palaia
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Peccioli
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Pisa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Pomarance
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Ponsacco
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Pontedera
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Riparbella
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di San Giuliano Terme
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di San Miniato
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Santa Croce sull'Arno
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Santa Luce
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Santa Maria a Monte
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Terricciola
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Vecchiano
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Vicopisano
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Comune di Volterra
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Consigliera di Parità della Provincia di Pisa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Magistratura di Sorveglianza
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Nuovo Maschile. Uomini liberi dalla violenza
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Prefettura di Pisa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Procura della Repubblica presso il Tribunale
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Procura della Repubblica presso il Tribunale per i Minorenni
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Provincia di Pisa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Società della Salute Zona Alta Valdicecina-Valdera
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Società della Salute Zona Empolese Valdarno Valdelsa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Società della Salute Zona Pisana
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Tribunale di Pisa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Ufficio Scolastico Regionale della Toscana Ambito Territoriale della provincia di Pisa
09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Università degli Studi di Pisa
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Buti
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Calci
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Calcinaia
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Capannoli
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Casale Marittimo
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Casciana Terme-Lari
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Cascina
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Castelfranco di Sotto
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Castellina Marittima
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Castelnuovo Val di Cecina
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Chianni
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Crespina-Lorenzana
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Fauglia
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Guardistallo
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Lajatico
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Montecatini Val Di Cecina
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Montescudaio
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Monteverdi Marittimo
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Montopoli Valdarno
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Orciano Pisano
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Palaia
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Peccioli
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Pisa
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Pomarance
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Ponsacco
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Pontedera
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Riparbella
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di San Giuliano Terme
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di San Miniato
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Santa Croce sull'Arno
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Santa Luce
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Santa Maria a Monte
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Terricciola
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Vecchiano
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Vicopisano
09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Volterra
09_PISA PREF E PROV.txt,Comune di Bientina,Consigliera di Parità della Provincia di Pisa
09_PISA PREF E PROV.txt,Comune di Bientina,Magistratura di Sorveglianza
09_PISA PREF E PROV.txt,Comune di Bientina,Nuovo Maschile. Uomini liberi dalla violenza
09_PISA PREF E PROV.txt,Comune di Bientina,Prefettura di Pisa
09_PISA PREF E PROV.txt,Comune di Bientina,Procura della Repubblica presso il Tribunale
09_PISA PREF E PROV.txt,Comune di Bientina,Procura della Repubblica presso il Tribunale per i Minorenni
09_PISA PREF E PROV.txt,Comune di Bientina,Provincia di Pisa
09_PISA PREF E PROV.txt,Comune di Bientina,Società della Salute Zona Alta Valdicecina-Valdera
09_PISA PREF E PROV.txt,Comune di Bientina,Società della Salute Zona Empolese Valdarno Valdelsa
09_PISA PREF E PROV.txt,Comune di Bientina,Società della Salute Zona Pisana
09_PISA PREF E PROV.txt,Comune di Bientina,Tribunale di Pisa
09_PISA PREF E PROV.txt,Comune di Bientina,Ufficio Scolastico Regionale della Toscana Ambito Territoriale della provincia di Pisa
09_PISA PREF E PROV.txt,Comune di Bientina,Università degli Studi di Pisa
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Calci
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Calcinaia
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Capannoli
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Casale Marittimo
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Casciana Terme-Lari
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Cascina
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Castelfranco di Sotto
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Castellina Marittima
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Castelnuovo Val di Cecina
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Chianni
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Crespina-Lorenzana
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Fauglia
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Guardistallo
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Lajatico
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Montecatini Val Di Cecina
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Montescudaio
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Monteverdi Marittimo
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Montopoli Valdarno
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Orciano Pisano
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Palaia
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Peccioli
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Pisa
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Pomarance
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Ponsacco
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Pontedera
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Riparbella
09_PISA PREF E PROV.txt,Comune di Buti,Comune di San Giuliano Terme
09_PISA PREF E PROV.txt,Comune di Buti,Comune di San Miniato
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Santa Croce sull'Arno
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Santa Luce
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Santa Maria a Monte
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Terricciola
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Vecchiano
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Vicopisano
09_PISA PREF E PROV.txt,Comune di Buti,Comune di Volterra
09_PISA PREF E PROV.txt,Comune di Buti,Consigliera di Parità della Provincia di Pisa
09_PISA PREF E PROV.txt,Comune di Buti,Magistratura di Sorveglianza
09_PISA PREF E PROV.txt,Comune di Buti,Nuovo Maschile. Uomini liberi dalla violenza
09_PISA PREF E PROV.txt,Comune di Buti,Prefettura di Pisa
09_PISA PREF E PROV.txt,Comune di Buti,Procura della Repubblica presso il Tribunale
09_PISA PREF E PROV.txt,Comune di Buti,Procura della Repubblica presso il Tribunale per i Minorenni
09_PISA PREF E PROV.txt,Comune di Buti,Provincia di Pisa
09_PISA PREF E PROV.txt,Comune di Buti,Società della Salute Zona Alta Valdicecina-Valdera
09_PISA PREF E PROV.txt,Comune di Buti,Società della Salute Zona Empolese Valdarno Valdelsa
09_PISA PREF E PROV.txt,Comune di Buti,Società della Salute Zona Pisana
09_PISA PREF E PROV.txt,Comune di Buti,Tribunale di Pisa
09_PISA PREF E PROV.txt,Comune di Buti,Ufficio Scolastico Regionale della Toscana Ambito Territoriale della provincia di Pisa
09_PISA PREF E PROV.txt,Comune di Buti,Università degli Studi di Pisa
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Calcinaia
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Capannoli
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Casale Marittimo
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Casciana Terme-Lari
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Cascina
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Castelfranco di Sotto
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Castellina Marittima
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Castelnuovo Val di Cecina
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Chianni
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Crespina-Lorenzana
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Fauglia
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Guardistallo
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Lajatico
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Montecatini Val Di Cecina
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Montescudaio
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Monteverdi Marittimo
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Montopoli Valdarno
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Orciano Pisano
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Palaia
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Peccioli
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Pisa
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Pomarance
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Ponsacco
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Pontedera
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Riparbella
09_PISA PREF E PROV.txt,Comune di Calci,Comune di San Giuliano Terme
09_PISA PREF E PROV.txt,Comune di Calci,Comune di San Miniato
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Santa Croce sull'Arno
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Santa Luce
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Santa Maria a Monte
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Terricciola
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Vecchiano
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Vicopisano
09_PISA PREF E PROV.txt,Comune di Calci,Comune di Volterra
09_PISA PREF E PROV.txt,Comune di Calci,Consigliera di Parità della Provincia di Pisa
09_PISA PREF E PROV.txt,Comune di Calci,Magistratura di Sorveglianza
09_PISA PREF E PROV.txt,Comune di Calci,Nuovo Maschile. Uomini liberi dalla violenza
09_PISA PREF E PROV.txt,Comune di Calci,Prefettura di Pisa
09_PISA PREF E PROV.txt,Comune di Calci,Procura della Repubblica presso il Tribunale
09_PISA PREF E PROV.txt,Comune di Calci,Procura della Repubblica presso il Tribunale per i Minorenni
09_PISA PREF E PROV.txt,Comune di Calci,Provincia di Pisa
09_PISA PREF E PROV.txt,Comune di Calci,Società della Salute Zona Alta Valdicecina-Valdera
09_PISA PREF E PROV.txt,Comune di Calci,Società della Salute Zona Empolese Valdarno Valdelsa
09_PISA PREF E PROV.txt,Comune di Calci,Società della Salute Zona Pisana
09_PISA PREF E PROV.txt,Comune di Calci,Tribunale di Pisa
09_PISA PREF E PROV.txt,Comune di Calci,Ufficio Scolastico Regionale della Toscana Ambito Territoriale della provincia di Pisa
09_PISA PREF E PROV.txt,Comune di Calci,Università degli Studi di Pisa
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Capannoli
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Casale Marittimo
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Casciana Terme-Lari
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Cascina
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Castelfranco di Sotto
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Castellina Marittima
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Castelnuovo Val di Cecina
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Chianni
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Crespina-Lorenzana
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Fauglia
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Guardistallo
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Lajatico
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Montecatini Val Di Cecina
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Montescudaio
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Monteverdi Marittimo
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Montopoli Valdarno
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Orciano Pisano
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Palaia
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Peccioli
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Pisa
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Pomarance
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Ponsacco
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Pontedera
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Riparbella
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di San Giuliano Terme
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di San Miniato
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Santa Croce sull'Arno
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Santa Luce
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Santa Maria a Monte
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Terricciola
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Vecchiano
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Vicopisano
09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Volterra
09_PISA PREF E PROV.txt,Comune di Calcinaia,Consigliera di Parità della Provincia di Pisa
09_PISA PREF E PROV.txt,Comune di Calcinaia,Magistratura di Sorveglianza
09_PISA PREF E PROV.txt,Comune di Calcinaia,Nuovo Maschile. Uomini liberi dalla violenza
09_PISA PREF E PROV.txt,Comune di Calcinaia,Prefettura di Pisa
09_PISA PREF E PROV.txt,Comune di Calcinaia,Procura della Repubblica presso il Tribunale
09_PISA PREF E PROV.txt,Comune di Calcinaia,Procura della Repubblica presso il Tribunale per i Minorenni
09_PISA PREF E PROV.txt,Comune di Calcinaia,Provincia di Pisa
09_PISA PREF E PROV.txt,Comune di Calcinaia,Società della Salute Zona Alta Valdicecina-Valdera
09_PISA PREF E PROV.txt,Comune di Calcinaia,Società della Salute Zona Empolese Valdarno Valdelsa
09_PISA PREF E PROV.txt,Comune di Calcinaia,Società della Salute Zona Pisana
09_PISA PREF E PROV.txt,Comune di Calcinaia,Tribunale di Pisa
09_PISA PREF E PROV.txt,Comune di Calcinaia,Ufficio Scolastico Regionale della Toscana Ambito Territoriale della provincia di Pisa
09_PISA PREF E PROV.txt,Comune di Calcinaia,Università degli Studi di Pisa
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Casale Marittimo
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Casciana Terme-Lari
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Cascina
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Castelfranco di Sotto
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Castellina Marittima
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Castelnuovo Val di Cecina
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Chianni
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Crespina-Lorenzana
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Fauglia
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Guardistallo
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Lajatico
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Montecatini Val Di Cecina
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Montescudaio
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Monteverdi Marittimo
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Montopoli Valdarno
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Orciano Pisano
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Palaia
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Peccioli
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Pisa
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Pomarance
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Ponsacco
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Pontedera
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Riparbella
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di San Giuliano Terme
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di San Miniato
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Santa Croce sull'Arno
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Santa Luce
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Santa Maria a Monte
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Terricciola
09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Vecchiano
