regione,file,firmatario,tipo,macro_categoria
Emilia-Romagna,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,UONPIA - Casa della Salute Terre e Fiumi,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,"Ufficio Scolastico Regionale per l'Emilia Romagna Ufficio VI, Ambito Territoriale di Ferrara Provinciale",Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali
Emilia-Romagna,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,Unione Terre e Fiumi,Enti territoriali sovracomunali,Enti territoriali sovracomunali
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Alleanza delle Cooperative Italiane — Bologna,Altro,Altro
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Arcidiocesi di Bologna,Altro,Altro
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Associazione MondoDonna Onlus,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Associazione SOS Donna,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,CGIL — Bologna,Sindacati/Associazioni di categoria,Associazionismo
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,CISL Area metropolitana Bolognese,Sindacati/Associazioni di categoria,Associazionismo
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,CNA Bologna,Sindacati/Associazioni di categoria,Associazionismo
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Confartigianato Imprese di Bologna e Imola,Sindacati/Associazioni di categoria,Associazionismo
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Confcommercio ASCOM Bologna,Sindacati/Associazioni di categoria,Associazionismo
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Confesercenti Bologna,Sindacati/Associazioni di categoria,Associazionismo
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,"Confindustria Emilia Area Centro: le imprese di Bologna, Ferrara e Modena",Sindacati/Associazioni di categoria,Associazionismo
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Consiglieri di Fiducia del Comune di Bologna,Altro,Altro
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Fondazione San Petronio Onlus,Altro,Altro
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,PerLeDonne — Imola,CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,Regione Emilia - Romagna,Regioni/Province Autonome,Regioni/Province Autonome
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,UDI — Unione Donne Italiane,Altro,Altro
Emilia-Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,UIL — Bologna,Sindacati/Associazioni di categoria,Associazionismo
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Azienda Unità Sanitaria Locale Romagna,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Azienda Unità Sanitaria Locale della Romagna,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Campus di Rimini,Università,Altri attori istituzionali / professionali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Casa Circondariale di Rimini,Altro,Altro
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,"Centro Antiviolenza del Comune di Rimini ""Rompi il silenzio",CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,"Centro Antiviolenza distrettuale di Riccione ""CHIAMA ChiAMA",CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comando Provinciale dei Carabinieri di Rimini,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Cattolica,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Coriano,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Misano Adriatico,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Montescudo-Montecolombo,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Morciano di Romagna,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Novafeltria,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Riccione,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Rimini,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di San Clemente,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di San Giovanni in Marignano,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Santarcangelo di Romagna,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Verucchio,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Consigliera di Parità della Provincia di Rimini,Organismi di parità,Altri attori istituzionali / professionali
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Direzione della Casa Circondariale di Rimini,Altro,Altro
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Prefettura di Rimini,Prefettura,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Presidenza del Tribunale di Rimini,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Procura della Repubblica presso il Tribunale di Rimini,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Provincia di Rimini,Province/Città metropolitane,Province/Città metropolitane
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Questura di Rimini,Questura,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Ufficio Esecuzione Penale Esterna di Rimini,Altro,Altro
Emilia-Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Ufficio Scolastico Regionale per l'Emilia Romagna - Ufficio VII - Ambito territoriale di Forli-Cesena e Rimini,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,ASP Cesena Valle del Savio,Altro,Altro
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,AUSL della Romagna,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Ambito territoriale per la provincia di Forli-Cesena,Altro,Altro
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Associazione Centro di Aiuto alla Vita di Cesena,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Centro Donna del Comune di Cesena,CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Centro Donna del Comune di Cesenatico,CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Centro Donna del Comune di Forli,CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Comune di Cesena,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Comune di Forli,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Fondazione Forense di Forli-Cesena,Altro,Altro
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Forum delle Donne di Cesena,CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Prefettura - Ufficio territoriale del Governo di Forli-Cesena,Prefettura,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Procura della Repubblica di Forli,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Provincia di Forli-Cesena,Province/Città metropolitane,Province/Città metropolitane
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Ufficio Scolastico regionale per l'Emilia-Romagna,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Unione Rubicone e Mare,Enti territoriali sovracomunali,Enti territoriali sovracomunali
Emilia-Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Università degli Studi di Bologna — Dipartimento di Psicologia,Università,Altri attori istituzionali / professionali
Emilia-Romagna,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Associazione Nondasola di Reggio Emilia,CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Azienda Ospedaliera Santa Maria Nuova di Reggio Emilia,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Azienda Sanitaria Locale di Reggio Emilia,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Centri di Salute Mentale (CSM) del Distretto di Reggio Emilia,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Comando Provinciale Carabinieri di Reggio Emilia,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Comune di Reggio Emilia,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Consigliera di Parità Provinciale di Reggio Emilia,Organismi di parità,Altri attori istituzionali / professionali
Emilia-Romagna,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Forum Donne Giuriste di Reggio Emilia,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Emilia-Romagna,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Ordine degli Avvocati di Reggio Emilia,Ordine avvocati,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Prefettura di Reggio Emilia,Prefettura,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Procura della Repubblica di Reggio Emilia,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Provincia di Reggio Emilia,Province/Città metropolitane,Province/Città metropolitane
Emilia-Romagna,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Questura di Reggio Emilia,Questura,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Tribunale di Reggio Emilia,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Ufficio Scolastico Provinciale di Reggio Emilia,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Associazione Gruppo Donne e Giustizia,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Azienda Ospedaliero - Universitaria Policlinico di Modena,"Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Azienda Unità Sanitaria Locale di Modena,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Casa delle donne contro la violenza Centro antiviolenza onlus,CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Centro LDV (Liberiamoci dalla violenza - Centro di accompagnamento al cambiamento per uomini dell'Azienda Unità Sanitaria Locale di Modena - Servizio sanitario regionale Emilia Romagna,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",Associazionismo
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Città di Castelfranco Emilia,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Comando Provinciale dei Carabinieri di Modena,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Comune di Fiorano Modenese,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Comune di Formigine,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Comune di Maranello,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Comune di Modena,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Comune di Montese,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Comune di San Cesario sul Panaro,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Comune di Sassuolo,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Consigliera di Parità della Provincia di Modena,Organismi di parità,Altri attori istituzionali / professionali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Guardia di Finanza di Modena,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,MIUR - Ufficio Scolastico Regionale per l'Emilia Romagna - Ufficio VIII Ambito Territoriale per la provincia di Modena,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Ospedali,"Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Prefettura di Modena,Prefettura,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Provincia di Modena,Province/Città metropolitane,Province/Città metropolitane
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Questura di Modena,Questura,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Ufficio scolastico provinciale di Modena,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Unione Comuni del Sorbara,Enti territoriali sovracomunali,Enti territoriali sovracomunali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Unione Comuni modenesi dell'Area Nord,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Unione Terre di Castelli,Enti territoriali sovracomunali,Enti territoriali sovracomunali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Unione dei Comuni del Distretto Ceramico,Enti territoriali sovracomunali,Enti territoriali sovracomunali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Unione dei Comuni del Frignano,Enti territoriali sovracomunali,Enti territoriali sovracomunali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Unione delle Terre d'Argine,Enti territoriali sovracomunali,Enti territoriali sovracomunali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Università degli Studi di Modena e Reggio Emilia,Università,Altri attori istituzionali / professionali
Emilia-Romagna,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Vivere Donna onlus - Centro antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,Associazione di volontariato DEMETRA DONNE IN AIUTO ODV,CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,Associazione di volontariato LINEA ROSA ODV,CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,Associazione di volontariato SOS DONNA ODV,CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,Azienda USL della Romagna,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,Comune di Ravenna,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,Distretto Sanitario di Ravenna,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,"Servizio Sociale Associato dei Comuni di Ravenna, Cervia e Russi",Servizi sociali comunali,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,Unione dei Comuni della Bassa Romagna,Enti territoriali sovracomunali,Enti territoriali sovracomunali
Emilia-Romagna,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,Unione dei Comuni della Romagna Faentina,Enti territoriali sovracomunali,Enti territoriali sovracomunali
Emilia-Romagna,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,AUSL Piacenza,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,Ambito territoriale per la provincia di Piacenza,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali
Emilia-Romagna,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,Azienda Unità Sanitaria Locale di Piacenza,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,Banca d'Italia Filiale di Piacenza,Altro,Altro
Emilia-Romagna,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,"Centro Antiviolenza Piacenza ""Ass. La Città delle Donne o.d.v",CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,Comando Provinciale dell'Arma dei Carabinieri,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,Comando Provinciale della Guardia Finanza,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,Comune di Piacenza,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,Prefettura - Ufficio territoriale del Governo di Piacenza,Prefettura,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,Procura della Repubblica di Piacenza,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,Provincia di Piacenza,Province/Città metropolitane,Province/Città metropolitane
Emilia-Romagna,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,Questura di Piacenza,Questura,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,ASP Città di Piacenza,CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,Azienda USL di Piacenza,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,Centro Antiviolenza Telefono Rosa Piacenza - Associazione La Città delle Donne - ODV Piacenza,CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,Comune di Castel San Giovanni,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,Comune di Fiorenzuola d'Arda,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,Ufficio di Presidenza della Conferenza Territoriale Sociale e Sanitaria (CTSS) della Provincia di Piacenza,Altro,Altro
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Associazione SOS Donna - Faenza,CAV/Centri Antiviolenza,CAV e Case Rifugio
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Ausl di Ravenna - Distretto Sanitario di Faenza,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Comando di Polizia Municipale di Brisighella,Polizia Municipale,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Comando di Polizia Municipale di Casola Valsenio,Polizia Municipale,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Comando di Polizia Municipale di Castel Bolognese,Polizia Municipale,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Comando di Polizia Municipale di Faenza,Polizia Municipale,Enti territoriali / servizi comunali
