id_rete,file,titolo_rete,regione,provincia,ambito_territoriale,atto_formale,tipologia_dominante_10,n_soggetti,n_attori,n_firmatari,n_proponenti,n_gestione,n_monitoraggio,n_coordinamento,n_governance,Totale Riga
12_2406_rta_12_241003110309_4166---ProtocollodiIntesaMunicipio1eDD.txt,0.0,0.0,0.0,0.0,0.0,0,0.0,5,4,2,2,0,0,0,0,13.0
12_2406_rta_12_241003110812_4166---ALLIANCEFORAFRICANASSISTANCE_colasantilopez.txt,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,1,0,0,0,0,0,4.0
12_2406_rta_12_241003111748_4166---ACCORDOMUNICIPIOROMAVeDIPPARIOPPROMACAPITALE_DD.txt,0.0,0.0,0.0,0.0,0.0,0,0.0,20,11,9,0,0,0,1,1,42.0
12_2406_rta_12_241003112247_4166---Accordodicollaborazione_CREDICI.txt,0.0,0.0,0.0,0.0,0.0,0,0.0,6,6,6,0,0,0,0,0,18.0
12_2406_rta_12_241003112656_4166---AccordodicollaborazioneconsultorieDifferenzaDonna.txt,0.0,0.0,0.0,0.0,0.0,0,0.0,9,3,1,1,0,0,0,0,14.0
12_2406_rta_12_241003113235_4166---Accordodifferenzadonna-29.09.2023-signed.txt,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1,1,0,0,0,0,0,11.0
12_2406_rta_12_241003113710_4166---Accordodicollaborazione_CREDICI.txt,0.0,0.0,0.0,0.0,0.0,0,0.0,1,1,1,0,0,0,0,0,3.0
12_2406_rta_12_241003114137_4166---PROTOCOLLODIINTESAROMAVOLLEYEDD.txt,0.0,0.0,0.0,0.0,0.0,0,0.0,2,2,2,0,0,0,0,0,6.0
12_2406_rta_12_241003114931_4166---ProtocollodiintesaDifferenzaDonnaeMunicipio13.txt,0.0,0.0,0.0,0.0,0.0,0,0.0,9,8,1,0,0,0,1,1,20.0
12_2406_rta_12_241003115345_4166---1.PROTOCOLLOTAVOLOINTERISTITUZIONALE.txt,0.0,0.0,0.0,0.0,0.0,0,0.0,5,2,2,0,0,0,0,0,9.0
12_2406_rta_12_241003115852_4166---SISTEMABIBLIOTECARIOLASAPIENZA.txt,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,1,0,0,0,0,0,4.0
12_2406_rta_12_241003120714_4166---ASLROMA5_.txt,0.0,0.0,0.0,0.0,0.0,0,0.0,9,9,0,0,2,0,0,2,22.0
12_2406_rta_12_241003121816_4166---Copiadi1.PROTOCOLLOTAVOLOINTERISTITUZIONALE.txt,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0
12_2406_rta_12_241004090303_4166---2ProtCAVPAOLALATTESTorraccia(1).txt,0.0,0.0,0.0,0.0,0.0,0,0.0,3,1,1,0,0,0,0,0,5.0
12_2406_rta_12_241004090846_4166---3protCAVPAOLALATTESgenitoriperlascuola(1).txt,0.0,0.0,0.0,0.0,0.0,0,0.0,4,3,2,0,0,0,0,0,9.0
12_2406_rta_12_241004091505_4166---4ProtCAVPAOLALATTESEnjoi(2).txt,0.0,0.0,0.0,0.0,0.0,0,0.0,3,1,1,0,0,0,1,1,7.0
12_2406_rta_12_241004092644_4166---5potCAVPAOLALATTESnantes(1).txt,0.0,0.0,0.0,0.0,0.0,0,0.0,8,0,1,0,0,0,0,0,9.0
