file,categoria,estratto
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.json,comuni,Vadelsa É
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.json,associazioni,Base Delle Indicazioni Contenute In Questi Atti Sovracomunali Accoglie Le Donne
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.json,associazioni,Decodifica Della Violenza Di Genere E Rispetto Alla
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.json,associazioni,Genetisti Forensi Italiani Contenute All
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.json,associazioni,Insieme Nel Definire Il Piano Di Accompagnamento E Di Uscita Dalla Violenza
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.json,associazioni,Insieme Val D
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.json,associazioni,Insieme Valdelsa E
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.json,associazioni,Insieme Valdelsa Gestisce I
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.json,associazioni,Insieme Valdelsa Ha Sede Legale Nel Comune Di Colle Di Val D
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.json,associazioni,Qualvolta Stanno
09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.json,associazioni,Vantaggio Donna
09_ALTAVALDICECINAVALDERA_Convenzione.json,regioni,Toscana Ha Assegnato Al Progetto
09_ALTAVALDICECINAVALDERA_Convenzione.json,regioni,Toscana Ha Pubblicato Un Avviso Per La Presentazione Di Progetti Antiviolenza
09_ALTAVALDICECINAVALDERA_Convenzione.json,province,Di Pisa E Altri Soggetti Del Terzo Settore
09_ALTAVALDICECINAVALDERA_Convenzione.json,comuni,Bientina Ed Unione Valdera
09_ALTAVALDICECINAVALDERA_Convenzione.json,associazioni,Della Donna
09_ALTAVALDICECINAVALDERA_Convenzione.json,associazioni,Della Donna Di Pisa
09_ALTAVALDICECINAVALDERA_Convenzione.json,associazioni,Presentato Idonea Documentazione
09_APUANE_2015 Protocollo Prefettura.json,regioni,Toscana N
09_APUANE_2015 Protocollo Prefettura.json,province,Di Massa Carrara
09_APUANE_2015 Protocollo Prefettura.json,province,Di Massa Carrara Dott
09_APUANE_2015 Protocollo Prefettura.json,province,Di Massa Carrara Massa Al Sig
09_APUANE_2015 Protocollo Prefettura.json,comuni,Carrara Carrara Al Sig
09_APUANE_2015 Protocollo Prefettura.json,comuni,Carrara Il Vice Sindaco Fiorella Fambrini
09_APUANE_2015 Protocollo Prefettura.json,comuni,Cui All'Art
09_APUANE_2015 Protocollo Prefettura.json,comuni,Massa Massa
09_APUANE_2015 Protocollo Prefettura.json,comuni,Montignoso Montignoso Al Sig
09_APUANE_2015 Protocollo Prefettura.json,comuni,Provincia Di Massa Carrara
09_APUANE_2020_Convenzione CAV definitiva.json,regioni,Toscana N
09_APUANE_2020_Convenzione CAV definitiva.json,comuni,Carrara Affida All
09_APUANE_2020_Convenzione CAV definitiva.json,comuni,Carrara Centro Itallano Femminile Aau Ci
09_APUANE_2020_Convenzione CAV definitiva.json,comuni,Carrara Con Mail Del
09_APUANE_2020_Convenzione CAV definitiva.json,comuni,Carrara Convenzione Per La Gestione Del Centro Antiviolenza
09_APUANE_2020_Convenzione CAV definitiva.json,comuni,Carrara Decorato Di Medaglia D
09_APUANE_2020_Convenzione CAV definitiva.json,comuni,Carrara E Sul Sito Web Del Comune Di Carrara
09_APUANE_2020_Convenzione CAV definitiva.json,comuni,Carrara Per Mesi N
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,All
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Carrara
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Carrara E Come
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Collaborare Alle Verifiche Effettuate Sulle Attivita E Sulla Gestione Del
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Comunicare L
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Entro
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Facolta Di Presentare Le Proprie Controdeduzioni Entro E Non Oltre
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Garantire L
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Gestrice
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Impegna A Garantire Le Necessarie Attivita Di Aggiornamento Del
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Impegna Inoltre A Svolgere
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Inoltre Trasmettere I
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Nell
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Normativa Regionale
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Obbliga Ad Eseguire La Gestione Del Centro Antiviolenza Alle Condizioni Previste
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Per La Gestione Del Centro Antiviolenza
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Preventivamente Comunicare All
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Tenuta A Rispettare Gli Orari Di Apertura E Chiusura Del Centro
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Tenuta Ad Utilizzare Gli Ambienti Messi A Disposizione Dall
09_APUANE_2020_Convenzione CAV definitiva.json,associazioni,Tenuta All
09_APUANE_Assegnazione locali Casa delle Caroline.json,regioni,Promuova E Sostenga Progetti Antiviolenza
09_APUANE_Assegnazione locali Casa delle Caroline.json,regioni,Toscana Per Il Mantenimento Dell
09_APUANE_Assegnazione locali Casa delle Caroline.json,province,Di Massa Carrara Deliberazione Della Giunta Comunale N
09_APUANE_Assegnazione locali Casa delle Caroline.json,comuni,Montignoso Collabora Da Sempre Con Le Associazioni Del Territorio Che Operano Per Il Perseguimento
09_APUANE_Assegnazione locali Casa delle Caroline.json,comuni,Montignoso Denominato
09_APUANE_Assegnazione locali Casa delle Caroline.json,comuni,Montignoso Provincia Di Massa Carrara Deliberazione Della Giunta Comunale N
09_APUANE_Assegnazione locali Casa delle Caroline.json,associazioni,A Seguito Di Deliberazione N
09_APUANE_Assegnazione locali Casa delle Caroline.json,associazioni,Per La Realizzazione Dei Servizi Minimi Previsti
09_APUANE_Assegnazione locali Casa delle Caroline.json,associazioni,Quale Unico Centro
09_APUANE_Assegnazione locali Casa delle Caroline.json,associazioni,Sabine
09_APUANE_Assegnazione locali Casa delle Caroline.json,associazioni,Sara
09_APUANE_CAV Convenzione.json,regioni,Toscana
09_APUANE_CAV Convenzione.json,comuni,Carrara A Fronte Della Gestione Del Centro Antiviolenza
09_APUANE_CAV Convenzione.json,comuni,Carrara Affida All
09_APUANE_CAV Convenzione.json,comuni,Carrara Convenzione Per La Gestione Del Centro Antiviolenza
09_APUANE_CAV Convenzione.json,comuni,Carrara Decorato Di Medaglia D
09_APUANE_CAV Convenzione.json,comuni,Carrara Dichiara Che
09_APUANE_CAV Convenzione.json,comuni,Carrara Per Mesi N
09_APUANE_CAV Convenzione.json,associazioni,All
09_APUANE_CAV Convenzione.json,associazioni,Carrara
09_APUANE_CAV Convenzione.json,associazioni,Collaborare Alle Verifiche Effettuate Sulle Attivita E Sulla Gestione Del
09_APUANE_CAV Convenzione.json,associazioni,Comunicare L
09_APUANE_CAV Convenzione.json,associazioni,Entro
09_APUANE_CAV Convenzione.json,associazioni,Essere
09_APUANE_CAV Convenzione.json,associazioni,Facolta Di Presentare Le Proprie Controdeduzioni Entro E
09_APUANE_CAV Convenzione.json,associazioni,Garantire L
09_APUANE_CAV Convenzione.json,associazioni,Gestrice
09_APUANE_CAV Convenzione.json,associazioni,Impegna A Garantire Le Necessarie Attivita Di Aggiornamento Del Personale
09_APUANE_CAV Convenzione.json,associazioni,Impegna Inoltre A Svolgere
09_APUANE_CAV Convenzione.json,associazioni,Inoltre Trasmettere I
09_APUANE_CAV Convenzione.json,associazioni,Nell
09_APUANE_CAV Convenzione.json,associazioni,Normativa Regionale
09_APUANE_CAV Convenzione.json,associazioni,Obbliga Ad Eseguire La Gestione Del Centro Antiviolenza Alle Condizioni Previste
09_APUANE_CAV Convenzione.json,associazioni,Per La Gestione Del Centro Antiviolenza
09_APUANE_CAV Convenzione.json,associazioni,Preventivamente Comunicare All
09_APUANE_CAV Convenzione.json,associazioni,Rimborso Delle Spese Sostenute Ai Sensi Dell
09_APUANE_CAV Convenzione.json,associazioni,Tenuta A Rispettare Gli Orari Di Apertura E Chiusura Del Centro Antiviolenza
09_APUANE_CAV Convenzione.json,associazioni,Tenuta Ad Utilizzare Gli Ambienti Messi A Disposizione Dall
09_APUANE_CONVENZIONE sabine-2.json,province,Di Massa - Carrara Convenzione Per L
09_APUANE_CONVENZIONE sabine-2.json,comuni,Montignoso Provincia Di Massa - Carrara Convenzione Per L
09_APUANE_CONVENZIONE sabine-2.json,comuni,Montignoso Si Riserva Il Diritto Di
09_APUANE_CONVENZIONE sabine-2.json,associazioni,Aggiudicataria
09_APUANE_CONVENZIONE sabine-2.json,associazioni,Con Sede A Montignoso
09_APUANE_CONVENZIONE sabine-2.json,associazioni,Dovra Comunicare Annualmente All
09_APUANE_CONVENZIONE sabine-2.json,associazioni,Espressamente L
09_APUANE_CONVENZIONE sabine-2.json,associazioni,Non Potra Cedere A Terzi
09_APUANE_CONVENZIONE sabine-2.json,associazioni,Sabine
09_APUANE_CONVENZIONE sabine-2.json,associazioni,Suddetta
09_APUANE_CONVENZIONE sabine-2.json,associazioni,Utilizzata In Forma Completamente Gratuita Dall
09_APUANE_CartaServizi_CentroAntiviolenzaDUNA_MS[1].json,regioni,Toscana Contro La Violenza Di Genere
09_APUANE_CartaServizi_CentroAntiviolenzaDUNA_MS[1].json,province,Di Massa Carrara
09_APUANE_CartaServizi_CentroAntiviolenzaDUNA_MS[1].json,comuni,Massa Per I Casi Di Violenza Sulle Donne E Loro
09_APUANE_CartaServizi_CentroAntiviolenzaDUNA_MS[1].json,comuni,Massa Per Le Attivita Previste Dalla
09_APUANE_CartaServizi_CentroAntiviolenzaDUNA_MS[1].json,associazioni,Che Sono Regolarmente
09_APUANE_CartaServizi_CentroAntiviolenzaDUNA_MS[1].json,associazioni,Di Betania Onlus Attraverso Referenti Di
09_APUANE_CartaServizi_CentroAntiviolenzaDUNA_MS[1].json,associazioni,Fissare Quindi Un Incontro
09_APUANE_CartaServizi_CentroAntiviolenzaDUNA_MS[1].json,associazioni,Parita
09_APUANE_CartaServizi_CentroAntiviolenzaDUNA_MS[1].json,associazioni,Senza Fini Di Lucro
09_APUANE_Convenzione Pur.json,regioni,Toscana N
09_APUANE_Convenzione Pur.json,comuni,Carrara Convenzione Per La Realizzazione Di Interventi Di Carattere Preventivo E Di Trattamento Di Uomini Autori Di Violenza
09_APUANE_Convenzione Pur.json,comuni,Carrara Decorato Di Medaglia D
09_APUANE_Convenzione Pur.json,comuni,Carrara Ha Aderito Ad Avviso Pubblico Della Regione Toscana Pubblicato Ai Sensi Della Dgrt
09_APUANE_Convenzione Pur.json,comuni,Carrara Ha Previsto Apposito Stanziamento Di Bilancio Sul
09_APUANE_Convenzione Pur.json,comuni,Carrara Ma Anche Per Quelli Provenienti Dai
09_APUANE_Convenzione Pur.json,comuni,Carrara Per La Realizzazione Degli Interventi Oggetto Della Presente Convenzione
09_APUANE_Convenzione Pur.json,comuni,Carrara Prevede Tra Le Varie Azioni I Programmi Per Gli Uomini Maltrattanti Con Assegnazione Di
09_APUANE_Convenzione Pur.json,comuni,Zona Apuana
09_APUANE_Convenzione Pur.json,associazioni,Carrara Odv
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,regioni,Toscana Ai Sensi Dell
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Avra La Facolta Di Avvalersi
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Con Deliberazione Della Giunta
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Destinati A Finalita Sociali
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa E Come
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa E Dell
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Ed Ets Lavoreranno In Modo Integrato Per Ricercare Bandi E Finanziamenti Allo Scopo Di Implementare Gli Interventi E Le Azioni Volte A Contrastare La Violenza Di Genere In Tutte Le Sue Sfaccettature
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Ed Ets Verificheranno Congiuntamente Lo Svolgimento Delle Attivita
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Ha Altresi La Facolta Di Ottenere La Risoluzione Della Convenzione Mediante Putilizzo Dello Strumento Di Cui All
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Ha Facolta Di Verifica E Di Controllo Sullo Svolgimento Delle Attivita
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa In Quanto Lo Stesso Viene Decurtato Del
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Intende Affidare In Concessione
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa O Di Competenza Del Comune Di Massa
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa O Per Le Quali Sia Competente Il Comune Di Massa
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Per Danni A Beni Di Proprieta Dell
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Per Ospitare Donne
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Per Pespletamento Delle Attivita Oggetto Della Presente Convenzione Il Comune Di Massa
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Per Tutta La Durata Della Convenzione Ed
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Pert Iscritto
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Pet Quanto Risatcito Ai Sensi Delle Polizze Stesse
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Provvedera Al Pagamento Nei
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Rispettivamente Con Decreto Dell
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa Sono Assicurati A Cura Del Comune Contro I Rischi Di Incendio
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa É Riservato Putilizzo Di Una Camera Con Tre Posti Letto Nella Casa Rifugio Applicando Le Rette Agevolate Di Cui Sopra
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Massa É Titolare Del Trattamento Dei Dati Personali Connessi All
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,comuni,Provenienza
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,associazioni,Indicata In Viale E
09_APUANE_Convenzione_ultima_revisione - NOVEMBRE 2022.json,associazioni,Parita
09_APUANE_farmacisti.json,province,Di Massa Carrara
09_APUANE_prefettura integrazione medici marzo 2017.json,province,Di Massa Carrara
09_APUANE_protocollo prefettura.json,regioni,Toscana N
09_APUANE_protocollo prefettura.json,province,Di Massa Carrara
09_APUANE_protocollo prefettura.json,province,Di Massa Carrara Dott
09_APUANE_protocollo prefettura.json,province,Di Massa Carrara Massa Al Sig
09_APUANE_protocollo prefettura.json,comuni,Carrara Carrara Al Sig
09_APUANE_protocollo prefettura.json,comuni,Carrara Il Vice Sindaco Fiorella Fambrini
09_APUANE_protocollo prefettura.json,comuni,Cui All'Art
09_APUANE_protocollo prefettura.json,comuni,Massa Massa
09_APUANE_protocollo prefettura.json,comuni,Montignoso Montignoso Al Sig
09_APUANE_protocollo prefettura.json,comuni,Provincia Di Massa Carrara
09_AREZZO Prot_2024-2026.json,regioni,Toscana
09_AREZZO Prot_2024-2026.json,province,Di Arezzo
09_AREZZO Prot_2024-2026.json,province,Di Arezzo Il Coordinamento Della Rete Antiviolenza
09_AREZZO Prot_2024-2026.json,province,Di Arezzo Per Il Tribunale Di Arezzo Per La Procura Della Repubblica Presso Il Tribunale Di Arezzo Per
09_AREZZO Prot_2024-2026.json,province,Di Arezzo Tribunale Di Arezzo Procura Della Repubblica Presso Il Tribunale Di Arezzo Azienda Usl Toscana Sud Est Ufficio Scolastico Regionale Per La Toscana Ambito Territoriale Della Provincia Di Arezzo Ufficio Vi Conferenza Dei Sindaci Della Zona Aretina Conferenza Zonale Dei Sindaci Del Casentino
09_AREZZO Prot_2024-2026.json,province,Di Arezzo Ufficio Vi
09_AREZZO Prot_2024-2026.json,province,Di Arezzo Ufficio Vi Per La Conferenza Dei Sindaci Della Zona Aretina Per La Conferenza Zonale Dei Sindaci Del Casentino Ae
09_AREZZO Prot_2024-2026.json,comuni,Arezzo
09_AREZZO Prot_2024-2026.json,comuni,Valtiberina Toscana Consigliera Provinciale Di Parita Associazione
09_Amiata Valdorcia senese e Val di Chiana senese Convenzione.json,regioni,Toscana Atto Di Convenzione Tra La Regione Toscana E Societa Della Salute Amiata Senese E Val D'Orcia Valdichiana Senese L
09_Amiata Valdorcia senese e Val di Chiana senese Convenzione.json,regioni,Toscana Con Sede Legale In Firenze
09_Amiata Valdorcia senese e Val di Chiana senese Convenzione.json,regioni,Toscana Ha Approvato La Delibera Di Giunta N
09_Amiata senese e Val d’Orcia-Val di Chiana senese CODICE ROSA.json,regioni,Toscana N
09_Amiata senese e Val d’Orcia-Val di Chiana senese NOTTOLA.json,associazioni,Donna
09_Amiata senese e Val d’Orcia-Val di Chiana senese.json,comuni,Residenza Della Signora
09_BASSA VAL DI CECINA-VAL DI CORNIA_decreto 2443 del 30-01-2024 .json,regioni,Toscana Azienda Usl Toscana Nord Ovest Via Cocchi
09_BASSA VAL DI CECINA-VAL DI CORNIA_decreto 2443 del 30-01-2024 .json,regioni,Toscana Mediante Start
09_CASENTINO Protocollo_CASENTINO.json,regioni,Toscana
09_CASENTINO Protocollo_CASENTINO.json,province,Arezzo Al Sig
09_CASENTINO Protocollo_CASENTINO.json,province,Arezzo Presidente Del Tribunale Arezzo Procuratore Della Repubblica Presso Il Tribunale Di Arezzo Direttore Generale Usl Toscana Sud Est Arezzo Dirigente Ufficio Scolastico Territoriale Arezzo Questore Arezzo Comandante Provinciale Carabinieri Arezzo Comandante Provinciale Guardia Di Finanza Arezzo Sindaco Di Arezzo Per Articolazione Territoriale Aretina Sindaco Di San Giovanni Valdarno Per Articolazione Zonale Della Conferenza Dei Sindaci Del Valdarno Sindaco Di Cortona Per Articolazione Zonale Della Conferenza Dei Sindaci Della Valdichiana Aretina Presidente Unione Dei Comuni Montani Del Casentino Per Articolazione Territoriale Casentino Presidente Unione Montana Dei Comuni Della Valtiberina Toscana Per Articolazione Territoriale Valtiberina Tel
09_CASENTINO Protocollo_CASENTINO.json,province,Di Arezzo
09_CASENTINO Protocollo_CASENTINO.json,province,Di Arezzo Il Coordinamento Della Rete Antiviolenza
09_CASENTINO Protocollo_CASENTINO.json,province,Di Arezzo Tribunale Di Arezzo Procura Della Repubblica Presso Il Tribunale Di Arezzo Azienda Usl Toscana Sud Est Ufficio Scolastico Regionale Per La Toscana Ambito Territoriale Della Provincia Di Arezzo Ufficio Vi Conferenza Dei Sindaci Della Zona Aretina Conferenza Zonale De
09_CASENTINO Protocollo_CASENTINO.json,province,Di Arezzo Ufficio Vi
09_CASENTINO Protocollo_CASENTINO.json,province,Di Arezzo Ufficio Vi Per La Conferenza Dei Sindaci Della Zona Aretina
09_CASENTINO Protocollo_CASENTINO.json,comuni,Arezzo
09_CASENTINO Protocollo_CASENTINO.json,comuni,Valtiberina Toscana Consigliera Provinciale Di Parita Associazione
09_CASENTINO Protocollo_CASENTINO.json,comuni,Valtiberina Toscana Per Articolazione Territoriale Valtiberina Tel
09_CASENTINO Protocollo_CASENTINO.json,associazioni,Donna Arezzo
09_COMUNE BUCINE Procedure-unica-modifiche-10-01-20_BUCINE.json,regioni,Toscana Con Il Contributo Dei Fondi Dpcm
09_COMUNE BUCINE Procedure-unica-modifiche-10-01-20_BUCINE.json,province,Dell
09_COMUNE BUCINE Procedure-unica-modifiche-10-01-20_BUCINE.json,province,Di Arezzo A Tribunale Di Arezzo I Esi Are I
09_COMUNE BUCINE Procedure-unica-modifiche-10-01-20_BUCINE.json,province,Di Arezzo Prefettura E
09_COMUNE BUCINE Procedure-unica-modifiche-10-01-20_BUCINE.json,province,Di Arezzo Procedure Operative Della Rete Provinciale A Contrasto Della Violenza Di Genere Art
09_COMUNE TERRANUOVA BRACCIOLINI .Delibera.json,regioni,Toscana
09_COMUNE TERRANUOVA BRACCIOLINI .Delibera.json,province,Di Arezzo
09_COMUNE TERRANUOVA BRACCIOLINI .Delibera.json,province,Di Arezzo Il Coordinamento Della Rete Antiviolenza
09_COMUNE TERRANUOVA BRACCIOLINI .Delibera.json,province,Di Arezzo Tribunale Di Arezzo Procura Della Repubblica Arezzo Azienda Usl Toscana Sud Est Ufficio Scolastico Territoriale Articolazione Territoriale Aretina Articolazione Territoriale Casentino
09_COMUNE TERRANUOVA BRACCIOLINI .Delibera.json,comuni,Arezzo
09_COMUNE TERRANUOVA BRACCIOLINI .Delibera.json,comuni,Terranuova Bracciolini - Ctb - Reg
09_COMUNE TERRANUOVA BRACCIOLINI .Delibera.json,comuni,Valtiberina Toscana
09_ELBA Progetto_SPORTELLO_ELBA.json,regioni,Toscana
09_ELBA Progetto_SPORTELLO_ELBA.json,consorzi,Pegaso Network
09_ELBA_ACCORDO_CR_ DELIBERA.json,regioni,Sostiene Ed Incentiva La Costituzione Di Una Rete Di Relazioni Tra Comuni
09_ELBA_ACCORDO_CR_ DELIBERA.json,regioni,Toscana N
09_ELBA_ACCORDO_CR_ DELIBERA.json,comuni,Portoferraio Denominato
09_ELBA_ACCORDO_CR_ DELIBERA.json,comuni,Portoferraio E I Servizi Sociali Dell'Asl Tno
09_ELBA_ACCORDO_CR_ DELIBERA.json,comuni,Portoferraio Rientrando Tra Le Strutture Sottoposte A Tale Obbligo Previsto Dall'Art
09_ELBA_ACCORDO_CR_ DELIBERA.json,comuni,Territorio Delle Spese Sostenute Nelle Modalita Indicate Nel Paragrafo Relativo Alla Contribuzione Da Parte Dei Comuni
09_ELBA_ACCORDO_CR_ DELIBERA.json,comuni,Territorio Isolano Ed A Tutti Coloro Che Hanno Diritto Di Accedere Agli Interventi Ed Ai Servizi Del Sistema Integrato Ai Sensi Dei Commi
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,A Disposizione Un
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Alla Conferenza Dei Sindaci
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Asl
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Che I Volontari Inseriti Nelle Attivita Siano Coperti Da Polizza
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Che La Struttura
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Copertura Delle Spese
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Di Operare Nel Rispetto Della Normativa Sulla Privacy Ed In
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Fine Di
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Fino Al Ricevimento Della Diffida
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Impegna A Comunicare
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Impegna A Realizzare Tutte Le Attivita E Gli Obiettivi Oggetto Della
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Impegna Affinch
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Inoltre Le Seguenti Modalita Di Raccordo
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Insieme
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,La Tempestiva Comunicazione Di Eventuali Variazioni
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Obbliga A Nominare Un Proprio Referente Come Responsabile Del
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Per
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Per I
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Presentato Comunicazione Di Avvio Attivita Al Comune Di
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Redigere E Rendere Disponibile
09_ELBA_ACCORDO_CR_ DELIBERA.json,associazioni,Svolge I
09_ELBA_CR_SAMIRA_DELIBERA.json,regioni,Toscana Azienda Usl Toscana Nord Ovest Via Cocchi
09_ELBA_CR_SAMIRA_DELIBERA.json,regioni,Toscana Riconosce Che Ogni Tipo Di Violenza Di Genere
09_ELBA_CR_SAMIRA_DELIBERA.json,comuni,Portoferraio Denominato
09_ELBA_CR_SAMIRA_DELIBERA.json,associazioni,Insieme
09_ELBA_CR_SAMIRA_DELIBERA.json,associazioni,Per I
09_ELBA_SPORTELLOANTIVIOLENZA_decreto.json,regioni,Toscana Si Impegna Ad Applicare Le
09_ELBA_accordo _CR_samira.json,regioni,Sostiene Ed Incentiva La Costituzione Di Una Rete Di Relazioni Tra Comuni
09_ELBA_accordo _CR_samira.json,regioni,Toscana N
09_ELBA_accordo _CR_samira.json,comuni,Portoferraio Denominato
09_ELBA_accordo _CR_samira.json,comuni,Portoferraio E I Servizi Sociali Dell'Asl Tno
09_ELBA_accordo _CR_samira.json,comuni,Portoferraio Rientrando Tra Le Strutture Sottoposte A Tale Obbligo Previsto Dall'Art
09_ELBA_accordo _CR_samira.json,comuni,Territorio Delle Spese Sostenute Nelle Modalita Indicate Nel Paragrafo Relativo Alla Contribuzione Da Parte Dei Comuni
09_ELBA_accordo _CR_samira.json,comuni,Territorio Isolano Ed A Tutti Coloro Che Hanno Diritto Di Accedere Agli Interventi Ed Ai Servizi Del Sistema Integrato Ai Sensi Dei Commi
09_ELBA_accordo _CR_samira.json,associazioni,A Disposizione Un
09_ELBA_accordo _CR_samira.json,associazioni,Alla Conferenza Dei Sindaci
09_ELBA_accordo _CR_samira.json,associazioni,Asl
09_ELBA_accordo _CR_samira.json,associazioni,Che I Volontari Inseriti Nelle Attivita Siano Coperti Da Polizza
09_ELBA_accordo _CR_samira.json,associazioni,Che La Struttura
09_ELBA_accordo _CR_samira.json,associazioni,Copertura Delle Spese
09_ELBA_accordo _CR_samira.json,associazioni,Di Operare Nel Rispetto Della Normativa Sulla Privacy Ed In
09_ELBA_accordo _CR_samira.json,associazioni,Fine Di
09_ELBA_accordo _CR_samira.json,associazioni,Fino Al Ricevimento Della Diffida
09_ELBA_accordo _CR_samira.json,associazioni,Impegna A Comunicare
09_ELBA_accordo _CR_samira.json,associazioni,Impegna A Realizzare Tutte Le Attivita E Gli Obiettivi Oggetto Della
09_ELBA_accordo _CR_samira.json,associazioni,Impegna Affinch
09_ELBA_accordo _CR_samira.json,associazioni,Inoltre Le Seguenti Modalita Di Raccordo
09_ELBA_accordo _CR_samira.json,associazioni,Insieme
09_ELBA_accordo _CR_samira.json,associazioni,La Tempestiva Comunicazione Di Eventuali Variazioni
09_ELBA_accordo _CR_samira.json,associazioni,Obbliga A Nominare Un Proprio Referente Come Responsabile Del
